Gene,ModelName,Beta,FDR,Significant
TEX13B,Mel285,0.090497,0.91302,0
TEX13B,MP38,-0.037716,0.95845,0
TEX13B,MP41,-0.0032445,0.98343,0
TEX13B,MP46,0.025478,0.96812,0
TEX13B,OMM1,0.12986,0.66825,0
TEX13B,OMM23,0.06511,0.87714,0
TEX13B,OMM25,0.11359,0.7478,0
TEX14,921,-0.2224,0.74974,0
TEX14,Mel202,-0.23724,0.71852,0
TEX14,Mel270,-0.20078,0.73627,0
TEX14,Mel285,0.0094479,0.98801,0
TEX14,MP38,0.0074281,0.98314,0
TEX14,MP41,-0.26694,0.50722,0
TEX14,MP46,-0.1756,0.54112,0
TEX14,OMM1,-0.0016165,0.98501,0
TEX14,OMM23,0.077001,0.84714,0
TEX14,OMM25,-0.097389,0.91079,0
TEX15,921,0.064977,0.9801,0
TEX15,Mel202,-0.183,0.79936,0
TEX15,Mel270,0.1927,0.47268,0
TEX15,Mel285,0.25952,0.44924,0
TEX15,MP38,0.17971,0.36264,0
TEX15,MP41,0.22963,0.19451,0
TEX15,MP46,0.13133,0.64888,0
TEX15,OMM1,0.21396,0.28949,0
TEX15,OMM23,0.16514,0.47523,0
TEX15,OMM25,0.21668,0.34379,0
TEX19,921,-0.33572,0.59786,0
TEX19,Mel202,-0.35722,0.53067,0
TEX19,Mel270,-0.17867,0.77537,0
TEX19,Mel285,0.068893,0.94186,0
TEX19,MP38,-0.031437,0.96803,0
TEX19,MP41,-0.034184,0.97059,0
TEX19,MP46,0.061077,0.9027,0
TEX19,OMM1,-0.15402,0.83739,0
TEX19,OMM23,-0.08955,0.91844,0
TEX19,OMM25,-0.30235,0.57877,0
TEX2,921,0.27836,0.74889,0
TEX2,Mel202,-0.27284,0.70163,0
TEX2,Mel270,0.039761,0.92961,0
TEX2,Mel285,0.22779,0.6273,0
TEX2,MP38,0.054593,0.91251,0
TEX2,MP41,0.14706,0.60468,0
TEX2,MP46,0.081508,0.87663,0
TEX2,OMM1,0.023846,0.96698,0
TEX2,OMM23,0.082339,0.86289,0
TEX2,OMM25,0.034269,0.95005,0
TEX22,921,0.546,0.18828,0
TEX22,Mel202,0.10191,0.7756,0
TEX22,Mel270,0.032576,0.92453,0
TEX22,Mel285,0.07163,0.93547,0
TEX22,MP38,0.0085615,0.98049,0
TEX22,MP41,0.032897,0.92412,0
TEX22,MP46,0.03754,0.95116,0
TEX22,OMM1,0.057517,0.89609,0
TEX22,OMM23,0.071025,0.86314,0
TEX22,OMM25,0.18877,0.45919,0
TEX26,921,0.13724,0.91209,0
TEX26,Mel202,0.10696,0.7628,0
TEX26,Mel270,0.079616,0.83776,0
TEX26,Mel285,0.12897,0.83095,0
TEX26,MP38,0.08752,0.79997,0
TEX26,MP41,0.017133,0.95077,0
TEX26,MP46,-0.026702,0.95922,0
TEX26,OMM1,-0.0086022,0.99097,0
TEX26,OMM23,0.037862,0.94085,0
TEX26,OMM25,-0.0034390000000000002,0.98514,0
TEX261,921,0.12121,0.93042,0
TEX261,Mel202,0.1484,0.65353000000000006,0
TEX261,Mel270,-0.27204,0.60961,0
TEX261,Mel285,-0.0058319,0.97008,0
TEX261,MP38,-0.0048139,0.99724,0
TEX261,MP41,-0.074884,0.90585,0
TEX261,MP46,0.031622,0.96029,0
TEX261,OMM1,0.05589,0.90111,0
TEX261,OMM23,0.048411,0.92104,0
TEX261,OMM25,0.011874,0.97009,0
TEX264,921,0.32699,0.61964,0
TEX264,Mel202,0.11857,0.73582,0
TEX264,Mel270,0.037652,0.91489,0
TEX264,Mel285,-0.024627,0.94247,0
TEX264,MP38,0.037773,0.92884,0
TEX264,MP41,-0.00773,0.99051,0
TEX264,MP46,0.045575,0.93725,0
TEX264,OMM1,0.091061,0.81118,0
TEX264,OMM23,0.14336,0.58535,0
TEX264,OMM25,-0.043007,0.97344,0
TEX28,921,0.067608,0.97866,0
TEX28,Mel202,-0.030142,0.99736,0
TEX28,Mel270,-0.038303,0.97445,0
TEX28,Mel285,-0.15173,0.7226,0
TEX28,MP38,-0.24779,0.51902,0
TEX28,MP41,-0.046071,0.9524,0
TEX28,MP46,0.17161,0.43453,0
TEX28,OMM1,0.16446,0.5182,0
TEX28,OMM23,0.062468,0.88395,0
TEX28,OMM25,0.15397,0.60076,0
TEX29,921,-0.086049,0.90142,0
TEX29,Mel202,-0.0032548,0.97893,0
TEX29,Mel270,0.045517,0.90094,0
TEX29,Mel285,-0.020771,0.94697,0
TEX29,MP38,0.06913,0.85151,0
TEX29,MP41,0.11692,0.65428,0
TEX29,MP46,0.037033,0.9517,0
TEX29,OMM1,0.11998,0.70806,0
TEX29,OMM23,0.096289,0.78664,0
TEX29,OMM25,0.033304,0.93943,0
TEX30,921,0.23417,0.64603,0
TEX30,Mel202,0.1845,0.25979,0
TEX30,Mel270,0.18578,0.21488,0
TEX30,Mel285,0.13637,0.69694,0
TEX30,MP38,0.053629,0.82039,0
TEX30,MP41,0.038838,0.8435,0
TEX30,MP46,0.030666,0.9446,0
TEX30,OMM1,0.1232,0.46735,0
TEX30,OMM23,0.023081,0.92368,0
TEX30,OMM25,0.13758,0.4362,0
CIMIP4,921,0.17223,0.87796,0
CIMIP4,Mel202,-0.14099,0.85999,0
CIMIP4,Mel270,-0.11457,0.86816,0
CIMIP4,Mel285,0.15868,0.76629,0
CIMIP4,MP38,0.078091,0.82938,0
CIMIP4,MP41,0.02226,0.94389,0
CIMIP4,MP46,0.046786,0.93632,0
CIMIP4,OMM1,0.037688,0.93299,0
CIMIP4,OMM23,0.054494,0.90618,0
CIMIP4,OMM25,-0.010283,0.99343,0
TEX35,921,-0.38647,0.40572,0
TEX35,Mel202,-0.22574,0.68246,0
TEX35,Mel270,-0.12267,0.84398,0
TEX35,Mel285,-0.076905,0.83206,0
TEX35,MP38,-0.078683,0.88079,0
TEX35,MP41,0.030645,0.90411,0
TEX35,MP46,-2.8417e-4,0.99283,0
TEX35,OMM1,-0.067566,0.95454,0
TEX35,OMM23,-0.12087,0.85452,0
TEX35,OMM25,-0.024364,0.99843,0
TEX36,921,-0.10001,0.8916,0
TEX36,Mel202,0.0056703,0.96874,0
TEX36,Mel270,0.077936,0.84175,0
TEX36,Mel285,-0.057297,0.90119,0
TEX36,MP38,0.040342,0.92443,0
TEX36,MP41,-0.011301,0.996,0
TEX36,MP46,0.024716,0.96984,0
TEX36,OMM1,0.082934,0.83529,0
TEX36,OMM23,0.051542,0.91581,0
TEX36,OMM25,0.10923,0.76583,0
SPMIP9,921,0.14369,0.90532,0
SPMIP9,Mel202,0.12169,0.72493,0
SPMIP9,Mel270,0.022337,0.9457,0
SPMIP9,Mel285,-0.0027194,0.97296,0
SPMIP9,MP38,-0.0093149,0.99792,0
SPMIP9,MP41,0.062642,0.85114,0
SPMIP9,MP46,0.11138,0.73925,0
SPMIP9,OMM1,0.1071,0.75878,0
SPMIP9,OMM23,0.23283,0.18081,0
SPMIP9,OMM25,0.14296,0.64874,0
TEX38,921,0.21382,0.82027,0
TEX38,Mel202,0.14542,0.66325,0
TEX38,Mel270,0.11918,0.72548,0
TEX38,Mel285,0.30237000000000003,0.31793,0
TEX38,MP38,0.031994,0.93745,0
TEX38,MP41,-0.041921,0.95968,0
TEX38,MP46,0.072475,0.87667,0
TEX38,OMM1,0.11151,0.74262,0
TEX38,OMM23,0.058604,0.89409,0
TEX38,OMM25,0.060815,0.88572,0
TEX9,921,0.21829,0.81272,0
TEX9,Mel202,0.18924,0.50311,0
TEX9,Mel270,0.074605,0.84716,0
TEX9,Mel285,0.039591,0.98488,0
TEX9,MP38,0.11476,0.69321,0
TEX9,MP41,0.15443,0.50802,0
TEX9,MP46,0.24702,0.11527,0
TEX9,OMM1,0.035248,0.93735,0
TEX9,OMM23,0.14046,0.59701,0
TEX9,OMM25,0.01108,0.97009,0
TF,921,-0.069558,0.91801,0
TF,Mel202,0.11144,0.75607,0
TF,Mel270,0.058373,0.87799,0
TF,Mel285,-0.011257,0.96342,0
TF,MP38,0.054645,0.89531,0
TF,MP41,-0.038972,0.96357,0
TF,MP46,0.054227,0.91744,0
TF,OMM1,0.088475,0.82192,0
TF,OMM23,-0.0071356,0.99476,0
TF,OMM25,0.15356,0.60076,0
TFAM,921,-0.43028,0.40566,0
TFAM,Mel202,-0.49794,0.26186,0
TFAM,Mel270,-0.079923,0.91054,0
TFAM,Mel285,-0.13921,0.71182,0
TFAM,MP38,-0.27223,0.39309,0
TFAM,MP41,-0.51851,0.064057,0
TFAM,MP46,-0.074513,0.84778,0
TFAM,OMM1,-0.52375,0.17892,0
TFAM,OMM23,-0.6508,0.073034,0
TFAM,OMM25,-0.37437,0.38612,0
TFAP2A,921,-1.4326,0,1
TFAP2A,Mel202,-1.1097,0.0191,1
TFAP2A,Mel270,-1.2999,0.004386,1
TFAP2A,Mel285,0.25611,0.4637,0
TFAP2A,MP38,-0.27433,0.44802,0
TFAP2A,MP41,-0.98036,0,1
TFAP2A,MP46,-0.37022,0.050209,0
TFAP2A,OMM1,-0.65256,0.11143,0
TFAP2A,OMM23,-0.59108,0.1645,0
TFAP2A,OMM25,-0.74395,0.071307,0
TFAP2B,921,0.012556,0.98708,0
TFAP2B,Mel202,0.020745,0.94746,0
TFAP2B,Mel270,0.13737,0.66786,0
TFAP2B,Mel285,0.15461,0.77442,0
TFAP2B,MP38,0.10977,0.71537,0
TFAP2B,MP41,0.25723,0.10633,0
TFAP2B,MP46,0.045281,0.93745,0
TFAP2B,OMM1,0.068464,0.87564,0
TFAP2B,OMM23,0.096914,0.78426,0
TFAP2B,OMM25,0.087318,0.82715,0
TFAP2C,921,-0.19793,0.78173,0
TFAP2C,Mel202,-0.094969,0.92478,0
TFAP2C,Mel270,-0.085447,0.90683,0
TFAP2C,Mel285,-0.1048,0.80458,0
TFAP2C,MP38,-0.22883,0.5652,0
TFAP2C,MP41,0.046224,0.89186,0
TFAP2C,MP46,0.0042164,0.99983,0
TFAP2C,OMM1,0.12898,0.6715,0
TFAP2C,OMM23,0.094084,0.79334,0
TFAP2C,OMM25,0.057486,0.89035,0
TFAP2D,921,-0.25889,0.70707,0
TFAP2D,Mel202,-0.075377,0.95123,0
TFAP2D,Mel270,-0.098262,0.88803,0
TFAP2D,Mel285,0.12592,0.83988,0
TFAP2D,MP38,-0.0092124,0.99809,0
TFAP2D,MP41,0.085513,0.77133,0
TFAP2D,MP46,0.043231,0.94414,0
TFAP2D,OMM1,-0.014816,0.99663,0
TFAP2D,OMM23,0.014248,0.97829,0
TFAP2D,OMM25,0.12768,0.70178,0
TFAP2E,921,0.52245,0.22868,0
TFAP2E,Mel202,0.22762,0.36989,0
TFAP2E,Mel270,0.2604,0.2147,0
TFAP2E,Mel285,0.23941,0.52255,0
TFAP2E,MP38,0.09191,0.78592,0
TFAP2E,MP41,0.091047,0.75045,0
TFAP2E,MP46,0.030403,0.96226,0
TFAP2E,OMM1,0.20917,0.30895,0
TFAP2E,OMM23,0.0087534,0.98331,0
TFAP2E,OMM25,0.24423,0.23719,0
TFAP4,921,-0.72783,0.1421,0
TFAP4,Mel202,0.10242,0.77339,0
TFAP4,Mel270,-0.33175,0.51373,0
TFAP4,Mel285,-0.27205,0.44464,0
TFAP4,MP38,-0.18507,0.67307,0
TFAP4,MP41,-0.27693,0.48561,0
TFAP4,MP46,-0.025498,0.96007,0
TFAP4,OMM1,-0.12831,0.87724,0
TFAP4,OMM23,0.038941,0.9375,0
TFAP4,OMM25,-0.29663,0.58718,0
TFB1M,921,-0.20265,0.77706,0
TFB1M,Mel202,-0.24624,0.70492,0
TFB1M,Mel270,0.14933,0.62161,0
TFB1M,Mel285,0.17125,0.73171,0
TFB1M,MP38,0.11811,0.68048,0
TFB1M,MP41,-0.065973,0.9237,0
TFB1M,MP46,0.13769,0.61792,0
TFB1M,OMM1,-0.098155,0.91336,0
TFB1M,OMM23,-0.048723,0.9715,0
TFB1M,OMM25,0.061904,0.88424,0
TFB2M,921,-0.67485,0.19124,0
TFB2M,Mel202,-0.88555,0.04265,1
TFB2M,Mel270,-0.24642,0.65701,0
TFB2M,Mel285,-0.2356,0.52416,0
TFB2M,MP38,-0.1575,0.73731,0
TFB2M,MP41,-0.44267,0.18495,0
TFB2M,MP46,-0.10093,0.79819,0
TFB2M,OMM1,-0.65466,0.11143,0
TFB2M,OMM23,-0.59723,0.16125,0
TFB2M,OMM25,-0.56606,0.19692,0
TFCP2,921,0.059376,0.98457,0
TFCP2,Mel202,-0.0083552,0.98555,0
TFCP2,Mel270,-0.043131,0.968,0
TFCP2,Mel285,-0.030485,0.93257,0
TFCP2,MP38,-0.052494,0.93672,0
TFCP2,MP41,-0.057469,0.93697,0
TFCP2,MP46,-0.084498,0.84425,0
TFCP2,OMM1,-0.092378,0.92333,0
TFCP2,OMM23,0.040328,0.93499,0
TFCP2,OMM25,-0.021434,0.99734,0
TFCP2L1,921,-0.017289,0.96543,0
TFCP2L1,Mel202,0.077335,0.83835,0
TFCP2L1,Mel270,-0.057588,0.94786,0
TFCP2L1,Mel285,0.01164,0.98877,0
TFCP2L1,MP38,0.060903,0.87993,0
TFCP2L1,MP41,-0.077401,0.90178,0
TFCP2L1,MP46,0.053095,0.91916,0
TFCP2L1,OMM1,-0.010811,0.99302,0
TFCP2L1,OMM23,0.043876,0.92879,0
TFCP2L1,OMM25,-0.047535,0.97009,0
TFDP1,921,-0.31734,0.62285,0
TFDP1,Mel202,-0.84896,0.046968,1
TFDP1,Mel270,-0.28334,0.58895,0
TFDP1,Mel285,-0.33095,0.33658,0
TFDP1,MP38,-0.97605,0.003268,1
TFDP1,MP41,-0.2238,0.58268,0
TFDP1,MP46,-0.13103,0.70679,0
TFDP1,OMM1,-0.58902,0.15718,0
TFDP1,OMM23,-0.60761,0.15108,0
TFDP1,OMM25,-0.33183,0.52247,0
TFDP2,921,-0.3729,0.54714,0
TFDP2,Mel202,0.19811,0.47188,0
TFDP2,Mel270,0.035069,0.91868,0
TFDP2,Mel285,-0.0936,0.83186,0
TFDP2,MP38,0.0032382,0.98893,0
TFDP2,MP41,0.19135,0.34818,0
TFDP2,MP46,-0.0099866,0.97849,0
TFDP2,OMM1,-0.035473,0.98342,0
TFDP2,OMM23,-0.026275,0.98622,0
TFDP2,OMM25,-0.2121,0.73106,0
TFDP3,921,0.47856,0.30253,0
TFDP3,Mel202,0.20219,0.46,0
TFDP3,Mel270,0.17066,0.54856,0
TFDP3,Mel285,-0.039779,0.92402,0
TFDP3,MP38,0.045378,0.9164,0
TFDP3,MP41,0.13795,0.57154,0
TFDP3,MP46,0.11127,0.73933,0
TFDP3,OMM1,0.20378,0.33357,0
TFDP3,OMM23,0.13897,0.60636,0
TFDP3,OMM25,0.15553,0.59331,0
TFE3,921,0.084056,0.9666,0
TFE3,Mel202,-0.090665,0.93212,0
TFE3,Mel270,-0.17413,0.78239,0
TFE3,Mel285,-0.1521,0.7226,0
TFE3,MP38,-0.12983,0.80118,0
TFE3,MP41,-0.01656,0.99798,0
TFE3,MP46,-0.071263,0.87657,0
TFE3,OMM1,-0.042258,0.97628,0
TFE3,OMM23,-6.8078e-4,0.98915,0
TFE3,OMM25,-0.028125,0.98704,0
TFEB,921,0.037843,0.99944,0
TFEB,Mel202,-0.012099,0.98857,0
TFEB,Mel270,0.032941,0.92342,0
TFEB,Mel285,0.13573,0.81216,0
TFEB,MP38,0.19723,0.27267,0
TFEB,MP41,0.1876,0.36761,0
TFEB,MP46,0.052303,0.92227,0
TFEB,OMM1,0.16703,0.50726,0
TFEB,OMM23,0.076517,0.84921,0
TFEB,OMM25,0.11501,0.74258,0
TFEC,921,-0.051762,0.93471,0
TFEC,Mel202,0.13831,0.68246,0
TFEC,Mel270,-0.21957,0.70613,0
TFEC,Mel285,0.14553,0.79021,0
TFEC,MP38,-0.025448,0.97811,0
TFEC,MP41,0.034156,0.92051,0
TFEC,MP46,-0.085632,0.84202,0
TFEC,OMM1,-0.15256,0.84014,0
TFEC,OMM23,0.047807,0.92265,0
TFEC,OMM25,0.052277,0.90532,0
TFF1,921,0.33457,0.60537,0
TFF1,Mel202,0.23382,0.35152,0
TFF1,Mel270,0.18299,0.50353,0
TFF1,Mel285,0.11759,0.86065,0
TFF1,MP38,0.14256,0.56016,0
TFF1,MP41,0.26288,0.097786,0
TFF1,MP46,0.10274,0.77903,0
TFF1,OMM1,0.19924,0.34985,0
TFF1,OMM23,0.20629,0.28269,0
TFF1,OMM25,0.1873,0.46423,0
TFF2,921,0.37875,0.51289,0
TFF2,Mel202,0.15831,0.61926,0
TFF2,Mel270,0.22155,0.36193,0
TFF2,Mel285,0.22503,0.56474,0
TFF2,MP38,0.12564,0.64771,0
TFF2,MP41,0.16237,0.47479,0
TFF2,MP46,-0.007358,0.98279,0
TFF2,OMM1,0.15148,0.57806,0
TFF2,OMM23,0.13986,0.6013,0
TFF2,OMM25,0.24088,0.25182,0
TFF3,921,0.3153,0.64212,0
TFF3,Mel202,-4.9591e-4,0.97623,0
TFF3,Mel270,0.071814,0.85066,0
TFF3,Mel285,0.16424,0.75147,0
TFF3,MP38,-0.0014787,0.99258,0
TFF3,MP41,0.1021,0.70993,0
TFF3,MP46,0.15028,0.55778,0
TFF3,OMM1,0.17777,0.45145,0
TFF3,OMM23,0.22507,0.21613,0
TFF3,OMM25,0.11924,0.72774,0
TFG,921,0.10998,0.94239,0
TFG,Mel202,0.096193,0.7959,0
TFG,Mel270,-0.0055667,0.9878,0
TFG,Mel285,0.03946,0.98495,0
TFG,MP38,-0.039312,0.95611,0
TFG,MP41,0.0065577,0.96732,0
TFG,MP46,-0.026496,0.95922,0
TFG,OMM1,-0.062269,0.9592,0
TFG,OMM23,-0.18648,0.77129,0
TFG,OMM25,-0.014866,0.99866,0
TFIP11,921,-0.69222,0.17751,0
TFIP11,Mel202,-0.69807,0.12384,0
TFIP11,Mel270,-0.98859,0.015337,1
TFIP11,Mel285,-0.26662,0.45709,0
TFIP11,MP38,-0.50662,0.076167,0
TFIP11,MP41,-0.3524,0.33104,0
TFIP11,MP46,-0.016912,0.96984,0
TFIP11,OMM1,-1.0235,0.0062016,1
TFIP11,OMM23,-0.91109,0.022606,1
TFIP11,OMM25,-0.86329,0.025522,1
TFPI,921,-0.18572,0.79838,0
TFPI,Mel202,0.11866,0.73554,0
TFPI,Mel270,0.16212,0.58194,0
TFPI,Mel285,0.20806,0.62364,0
TFPI,MP38,0.17622,0.38089,0
TFPI,MP41,0.17583,0.41746,0
TFPI,MP46,0.075709,0.86751,0
TFPI,OMM1,-0.049516,0.96948,0
TFPI,OMM23,-0.14434,0.83284,0
TFPI,OMM25,0.18965,0.45508,0
TFPI2,921,0.30536,0.66077,0
TFPI2,Mel202,0.030477,0.93174,0
TFPI2,Mel270,-0.21243,0.71409,0
TFPI2,Mel285,0.2661,0.43339,0
TFPI2,MP38,0.028732,0.94356,0
TFPI2,MP41,0.03736,0.91317,0
TFPI2,MP46,-0.011232,0.97756,0
TFPI2,OMM1,0.13588,0.64454,0
TFPI2,OMM23,0.16473,0.47645,0
TFPI2,OMM25,0.15428,0.59927,0
TFPT,921,-0.20729,0.77226,0
TFPT,Mel202,-0.1615,0.83055,0
TFPT,Mel270,0.036811,0.91662,0
TFPT,Mel285,-0.06899,0.87856,0
TFPT,MP38,-0.23382,0.55384,0
TFPT,MP41,-0.079603,0.89693,0
TFPT,MP46,-0.12494,0.72135,0
TFPT,OMM1,-0.25393,0.66825,0
TFPT,OMM23,-0.091273,0.91769,0
TFPT,OMM25,-0.26201,0.65096,0
TFR2,921,0.3114,0.64904,0
TFR2,Mel202,-0.081538,0.943,0
TFR2,Mel270,-0.32945,0.51768,0
TFR2,Mel285,0.2184,0.59333,0
TFR2,MP38,0.016269,0.96803,0
TFR2,MP41,-0.01506,0.99883,0
TFR2,MP46,0.053041,0.91986,0
TFR2,OMM1,0.064652,0.88505,0
TFR2,OMM23,-0.0014046,0.99027,0
TFR2,OMM25,0.098037,0.79998,0
TFRC,921,-1.2122,0.002924,1
TFRC,Mel202,-1.0698,0.020806,1
TFRC,Mel270,-0.43078,0.35831,0
TFRC,Mel285,-0.10712,0.80144,0
TFRC,MP38,-0.071853,0.91003,0
TFRC,MP41,0.046015,0.89238,0
TFRC,MP46,0.037466,0.95134,0
TFRC,OMM1,-0.80145,0.045908,1
TFRC,OMM23,-0.6944,0.10167,0
TFRC,OMM25,-1.0353,0.0032949,1
TG,921,0.16609,0.88473,0
TG,Mel202,-0.079126,0.94785,0
TG,Mel270,0.20655,0.41698,0
TG,Mel285,0.28309,0.38156,0
TG,MP38,-0.0057437,0.99865,0
TG,MP41,0.057244,0.86346,0
TG,MP46,-0.038478,0.94066,0
TG,OMM1,0.079856,0.84414,0
TG,OMM23,0.1454,0.5772,0
TG,OMM25,0.14148,0.65268,0
TGDS,921,0.15837,0.89233,0
TGDS,Mel202,0.24279,0.3167,0
TGDS,Mel270,0.19622,0.45641,0
TGDS,Mel285,0.26237,0.44375,0
TGDS,MP38,0.15732,0.47526,0
TGDS,MP41,0.20683000000000001,0.28625,0
TGDS,MP46,-0.027445,0.95893,0
TGDS,OMM1,0.21149,0.29841,0
TGDS,OMM23,0.096371,0.7862,0
TGDS,OMM25,0.17822,0.50375,0
TGFA,921,0.48437,0.29089,0
TGFA,Mel202,0.19046,0.49895,0
TGFA,Mel270,0.12504,0.70996,0
TGFA,Mel285,0.14009,0.80144,0
TGFA,MP38,0.10963,0.71537,0
TGFA,MP41,0.11567,0.66061,0
TGFA,MP46,0.16847,0.46307,0
TGFA,OMM1,0.14614,0.60166,0
TGFA,OMM23,0.13906,0.60621,0
TGFA,OMM25,0.20106,0.41001,0
TGFB1,921,0.19197,0.85207,0
TGFB1,Mel202,0.25111,0.28261,0
TGFB1,Mel270,0.29482,0.1196,0
TGFB1,Mel285,0.1637,0.75173,0
TGFB1,MP38,0.1589,0.46839,0
TGFB1,MP41,0.030566,0.92844,0
TGFB1,MP46,0.087514,0.83498000000000006,0
TGFB1,OMM1,0.057956,0.89486,0
TGFB1,OMM23,0.092623,0.79603,0
TGFB1,OMM25,0.10236,0.78796,0
TGFB1I1,921,0.17074,0.88045,0
TGFB1I1,Mel202,0.10498,0.76948,0
TGFB1I1,Mel270,-0.048627,0.96147,0
TGFB1I1,Mel285,0.24691,0.49275,0
TGFB1I1,MP38,0.023825,0.95295,0
TGFB1I1,MP41,-0.034793,0.9692,0
TGFB1I1,MP46,-0.097091,0.8094,0
TGFB1I1,OMM1,-0.020161,0.99669,0
TGFB1I1,OMM23,0.017511,0.97558,0
TGFB1I1,OMM25,-0.12075,0.87665,0
TGFB2,921,-0.25495,0.71185,0
TGFB2,Mel202,-0.11876,0.89384,0
TGFB2,Mel270,-0.016227,0.99866,0
TGFB2,Mel285,0.081588,0.92402,0
TGFB2,MP38,0.025074,0.95124,0
TGFB2,MP41,-0.0091278,0.99265,0
TGFB2,MP46,0.022058,0.97236,0
TGFB2,OMM1,0.030733,0.94469,0
TGFB2,OMM23,0.065574,0.87625,0
TGFB2,OMM25,0.08539,0.83082,0
TGFB3,921,-0.0066981,0.97159,0
TGFB3,Mel202,-0.0080105,0.98517,0
TGFB3,Mel270,0.049569,0.8937,0
TGFB3,Mel285,-0.056729,0.90165,0
TGFB3,MP38,0.036061,0.93061,0
TGFB3,MP41,-0.014283,0.99994,0
TGFB3,MP46,0.12938,0.6574,0
TGFB3,OMM1,0.057898,0.89486,0
TGFB3,OMM23,-0.040375,0.97829,0
TGFB3,OMM25,-0.021463,0.99728000000000006,0
TGFBI,921,0.28064,0.70976,0
TGFBI,Mel202,0.1383,0.68246,0
TGFBI,Mel270,0.009565,0.9656,0
TGFBI,Mel285,0.15705,0.7695,0
TGFBI,MP38,0.081873,0.81847,0
TGFBI,MP41,-0.018931,0.99284,0
TGFBI,MP46,-0.0072263,0.98279,0
TGFBI,OMM1,0.073002,0.86079,0
TGFBI,OMM23,0.016432,0.97718,0
TGFBI,OMM25,0.18864,0.45927,0
TGFBR1,921,-0.045657,0.94173,0
TGFBR1,Mel202,0.11284,0.75096,0
TGFBR1,Mel270,-0.28474,0.58761,0
TGFBR1,Mel285,0.0089628,0.98763,0
TGFBR1,MP38,-0.12015,0.82027,0
TGFBR1,MP41,-0.040184,0.96117,0
TGFBR1,MP46,-0.15589,0.61519,0
TGFBR1,OMM1,-0.061854,0.95959,0
TGFBR1,OMM23,-0.25152,0.65444,0
TGFBR1,OMM25,-0.087873,0.92401,0
TGFBR2,921,0.38886,0.48549,0
TGFBR2,Mel202,0.23942,0.33049,0
TGFBR2,Mel270,0.27503,0.16896,0
TGFBR2,Mel285,0.17269,0.72673,0
TGFBR2,MP38,0.10357,0.74485,0
TGFBR2,MP41,0.17353,0.42791,0
TGFBR2,MP46,0.05727,0.91116,0
TGFBR2,OMM1,0.078307,0.84863,0
TGFBR2,OMM23,0.14901,0.56036,0
TGFBR2,OMM25,0.12987,0.69328,0
TGFBR3,921,0.076323,0.97116,0
TGFBR3,Mel202,0.12245,0.72361,0
TGFBR3,Mel270,-0.063536,0.93804,0
TGFBR3,Mel285,0.07126,0.9366,0
TGFBR3,MP38,-0.1345,0.7912,0
TGFBR3,MP41,-0.10157,0.85568,0
TGFBR3,MP46,-0.049125,0.91748,0
TGFBR3,OMM1,-0.068242,0.9519,0
TGFBR3,OMM23,-0.096886,0.90728,0
TGFBR3,OMM25,-0.15081,0.83325,0
TGFBR3L,921,0.16672,0.89277,0
TGFBR3L,Mel202,-0.014742,0.99625,0
TGFBR3L,Mel270,0.18346,0.57192,0
TGFBR3L,Mel285,0.12076,0.87794,0
TGFBR3L,MP38,-0.008793,0.99626,0
TGFBR3L,MP41,0.027324,0.94499,0
TGFBR3L,MP46,-0.050084,0.92508,0
TGFBR3L,OMM1,-0.020135,0.99208,0
TGFBR3L,OMM23,0.10219,0.80423,0
TGFBR3L,OMM25,0.080061,0.86956,0
TGFBRAP1,921,-0.13536,0.85487,0
TGFBRAP1,Mel202,0.040941,0.91078,0
TGFBRAP1,Mel270,-0.24826,0.65239,0
TGFBRAP1,Mel285,-0.24795,0.49543,0
TGFBRAP1,MP38,-0.12104,0.81847,0
TGFBRAP1,MP41,-0.087341,0.88285,0
TGFBRAP1,MP46,-0.030248,0.9517,0
TGFBRAP1,OMM1,-0.15839,0.83292,0
TGFBRAP1,OMM23,-0.1678,0.79426,0
TGFBRAP1,OMM25,-0.20129,0.75228,0
TGIF1,921,0.14454,0.90472,0
TGIF1,Mel202,0.24687,0.2982,0
TGIF1,Mel270,0.13949,0.66115,0
TGIF1,Mel285,0.061351,0.95273,0
TGIF1,MP38,0.136,0.59674,0
TGIF1,MP41,0.13906,0.56517,0
TGIF1,MP46,0.11829,0.71247,0
TGIF1,OMM1,0.16808,0.50012,0
TGIF1,OMM23,0.1874,0.37618,0
TGIF1,OMM25,0.11085,0.7607,0
TGIF2,921,0.11447,0.93677,0
TGIF2,Mel202,0.26411,0.24832,0
TGIF2,Mel270,0.10388,0.77532,0
TGIF2,Mel285,-0.019171,0.94976,0
TGIF2,MP38,0.0088488,0.98007,0
TGIF2,MP41,0.16603,0.4574,0
TGIF2,MP46,0.03312,0.95968,0
TGIF2,OMM1,0.19296,0.38775,0
TGIF2,OMM23,0.11396,0.71328,0
TGIF2,OMM25,0.10663,0.77478,0
TGIF2-RAB5IF,921,0.92342,0.29732,0
TGIF2-RAB5IF,Mel202,0.27101,0.73912,0
TGIF2-RAB5IF,Mel270,0.13341,0.90093,0
TGIF2-RAB5IF,Mel285,-0.10887,0.91811,0
TGIF2-RAB5IF,MP38,0.086354,0.93689,0
TGIF2-RAB5IF,MP41,0.18102,0.81159,0
TGIF2-RAB5IF,MP46,0.083907,0.95078,0
TGIF2-RAB5IF,OMM1,0.041848,0.98854,0
