Gene,ModelName,Beta,FDR,Significant
IL12A,Mel270,-0.081264,0.91229,0
IL12A,Mel285,-0.24793,0.49543,0
IL12A,MP38,0.080914,0.82124,0
IL12A,MP41,0.049381,0.88536,0
IL12A,MP46,-0.019179,0.96633,0
IL12A,OMM1,0.021331,0.96068,0
IL12A,OMM23,-0.029876,0.98419,0
IL12A,OMM25,0.024585,0.95264,0
IL12B,921,0.24586,0.77176,0
IL12B,Mel202,0.22297,0.38427,0
IL12B,Mel270,0.089196,0.81695,0
IL12B,Mel285,0.17881,0.71182,0
IL12B,MP38,0.12799,0.63512,0
IL12B,MP41,0.13739,0.57365,0
IL12B,MP46,0.074476,0.87263,0
IL12B,OMM1,0.16432,0.51827,0
IL12B,OMM23,0.15245,0.5377,0
IL12B,OMM25,-0.041846,0.97411,0
IL12RB1,921,-0.18726,0.79543,0
IL12RB1,Mel202,-4.1518e-4,0.97622,0
IL12RB1,Mel270,0.0014806,0.97747,0
IL12RB1,Mel285,-0.13711,0.75147,0
IL12RB1,MP38,-0.060112,0.92496,0
IL12RB1,MP41,-0.21415,0.6025,0
IL12RB1,MP46,-0.1188,0.73925,0
IL12RB1,OMM1,-0.047715,0.97099,0
IL12RB1,OMM23,0.072231,0.86036,0
IL12RB1,OMM25,-0.16553,0.8099,0
IL12RB2,921,0.21261,0.82193,0
IL12RB2,Mel202,0.18549,0.51676,0
IL12RB2,Mel270,0.10896,0.76282,0
IL12RB2,Mel285,0.013433,0.99125,0
IL12RB2,MP38,-8.8138e-4,0.99258,0
IL12RB2,MP41,-0.077344,0.90178,0
IL12RB2,MP46,0.02618,0.96812,0
IL12RB2,OMM1,0.019205,0.96279,0
IL12RB2,OMM23,-0.059833,0.96083,0
IL12RB2,OMM25,0.019477,0.95914,0
IL13,921,0.43207,0.40341,0
IL13,Mel202,0.10008,0.78244,0
IL13,Mel270,0.047215,0.89734,0
IL13,Mel285,0.20072,0.64459,0
IL13,MP38,0.066711,0.86031,0
IL13,MP41,0.058019,0.86026,0
IL13,MP46,0.066759,0.88924,0
IL13,OMM1,0.14262,0.61874,0
IL13,OMM23,0.14862,0.56116,0
IL13,OMM25,0.1019,0.78915,0
IL13RA1,921,0.18595,0.85931,0
IL13RA1,Mel202,0.19743,0.47484,0
IL13RA1,Mel270,0.18992,0.48145,0
IL13RA1,Mel285,0.26821,0.42481,0
IL13RA1,MP38,0.040746,0.92443,0
IL13RA1,MP41,0.10856,0.68533,0
IL13RA1,MP46,0.039791,0.94942,0
IL13RA1,OMM1,0.1911,0.39353,0
IL13RA1,OMM23,0.027946,0.96329,0
IL13RA1,OMM25,0.27548,0.15449,0
IL13RA2,921,0.20464,0.83423,0
IL13RA2,Mel202,0.20404,0.45565,0
IL13RA2,Mel270,0.22121,0.36292,0
IL13RA2,Mel285,0.14637,0.78912,0
IL13RA2,MP38,0.12647,0.64453,0
IL13RA2,MP41,0.21095,0.26764,0
IL13RA2,MP46,0.099415,0.7899,0
IL13RA2,OMM1,0.21679,0.27711,0
IL13RA2,OMM23,0.13022,0.6462,0
IL13RA2,OMM25,0.17109,0.52873,0
IL15,921,-0.018597,0.96083,0
IL15,Mel202,-0.0091467,0.97879,0
IL15,Mel270,-0.0010659,0.97445,0
IL15,Mel285,-0.07893,0.84551,0
IL15,MP38,0.065618,0.84067,0
IL15,MP41,-0.0019571,0.9756,0
IL15,MP46,-0.050108,0.90682,0
IL15,OMM1,-0.010353,0.9888,0
IL15,OMM23,0.042929,0.91846,0
IL15,OMM25,0.055603,0.88063,0
IL15RA,921,0.28761,0.69607,0
IL15RA,Mel202,0.091148,0.80911,0
IL15RA,Mel270,0.079901,0.83652,0
IL15RA,Mel285,0.1401,0.80144,0
IL15RA,MP38,0.032654,0.93672,0
IL15RA,MP41,0.11282,0.67038,0
IL15RA,MP46,0.034425,0.95889,0
IL15RA,OMM1,0.18343,0.42599,0
IL15RA,OMM23,0.011336,0.9795,0
IL15RA,OMM25,0.037768,0.93324,0
IL16,921,0.2451,0.77226,0
IL16,Mel202,0.20289,0.45826,0
IL16,Mel270,0.29074,0.13167,0
IL16,Mel285,0.18131,0.70576,0
IL16,MP38,0.090719,0.78791,0
IL16,MP41,0.13031,0.60196,0
IL16,MP46,0.080048,0.8529,0
IL16,OMM1,0.087441,0.82473,0
IL16,OMM23,0.13765,0.61099,0
IL16,OMM25,0.061123,0.88533,0
IL17A,921,0.0048229,0.98047,0
IL17A,Mel202,-0.064426,0.96366,0
IL17A,Mel270,0.015405,0.95734,0
IL17A,Mel285,0.06158,0.95251,0
IL17A,MP38,0.12549,0.64957,0
IL17A,MP41,0.11269,0.67133,0
IL17A,MP46,0.10122,0.78554,0
IL17A,OMM1,0.10035,0.78216,0
IL17A,OMM23,0.1808,0.40461,0
IL17A,OMM25,0.19044,0.45116,0
IL17B,921,0.10064,0.95346,0
IL17B,Mel202,0.14658,0.66084,0
IL17B,Mel270,0.097327,0.79457,0
IL17B,Mel285,-0.039037,0.92402,0
IL17B,MP38,0.0063967,0.98528,0
IL17B,MP41,0.035174,0.91831,0
IL17B,MP46,0.047617,0.93355,0
IL17B,OMM1,-0.015639,0.99837,0
IL17B,OMM23,0.069193,0.86825,0
IL17B,OMM25,-0.089365,0.92304,0
IL17C,921,-0.27402,0.68315,0
IL17C,Mel202,-0.24296,0.70836,0
IL17C,Mel270,-0.062412,0.93949,0
IL17C,Mel285,-0.046403,0.91691,0
IL17C,MP38,-0.13521,0.79091,0
IL17C,MP41,-0.13182,0.78653,0
IL17C,MP46,-0.081888,0.84685,0
IL17C,OMM1,-0.11559,0.89143,0
IL17C,OMM23,-0.16931,0.79291,0
IL17C,OMM25,-0.18627,0.77641,0
IL17D,921,-0.011301,0.96871,0
IL17D,Mel202,0.067664,0.86233,0
IL17D,Mel270,-0.052688,0.95542,0
IL17D,Mel285,0.15184,0.78168,0
IL17D,MP38,0.026452,0.94758,0
IL17D,MP41,-0.070225,0.91383,0
IL17D,MP46,0.0043054,0.99933,0
IL17D,OMM1,-0.0030359,0.98636,0
IL17D,OMM23,0.032342,0.95581,0
IL17D,OMM25,-0.046792,0.97009,0
IL17F,921,0.01245,0.98708,0
IL17F,Mel202,-0.015692,0.99232,0
IL17F,Mel270,0.0098676,0.96558,0
IL17F,Mel285,0.19531,0.66269,0
IL17F,MP38,0.087933,0.79752,0
IL17F,MP41,0.11796,0.6501,0
IL17F,MP46,0.068689,0.88473,0
IL17F,OMM1,0.13792,0.63559,0
IL17F,OMM23,0.03074,0.95787,0
IL17F,OMM25,0.062575,0.88235,0
IL17RA,921,0.35661,0.56296,0
IL17RA,Mel202,-0.088966,0.93484,0
IL17RA,Mel270,-0.13211,0.8459,0
IL17RA,Mel285,0.11011,0.876,0
IL17RA,MP38,-0.07725,0.90198,0
IL17RA,MP41,-0.020633,0.99128,0
IL17RA,MP46,-0.019692,0.96622,0
IL17RA,OMM1,0.056133,0.90111,0
IL17RA,OMM23,0.062676,0.88395,0
IL17RA,OMM25,0.063506,0.88117,0
IL17RB,921,0.078727,0.96939,0
IL17RB,Mel202,0.24597,0.30182,0
IL17RB,Mel270,0.21771,0.37295,0
IL17RB,Mel285,0.17735,0.71708,0
IL17RB,MP38,0.024615,0.95159,0
IL17RB,MP41,0.044155,0.89778,0
IL17RB,MP46,-0.016713,0.96986000000000006,0
IL17RB,OMM1,0.08698,0.82708,0
IL17RB,OMM23,0.077254,0.84665,0
IL17RB,OMM25,0.06806,0.86985,0
IL17RC,921,0.18774,0.85701,0
IL17RC,Mel202,0.22741,0.36993,0
IL17RC,Mel270,0.19893,0.44493,0
IL17RC,Mel285,0.085649,0.91924,0
IL17RC,MP38,0.078232,0.82938,0
IL17RC,MP41,0.18337,0.38628,0
IL17RC,MP46,0.058108,0.90879,0
IL17RC,OMM1,0.053953,0.90442,0
IL17RC,OMM23,0.16552,0.47373,0
IL17RC,OMM25,0.18417,0.47919,0
IL17RD,921,0.26538,0.73622,0
IL17RD,Mel202,0.19726,0.47484,0
IL17RD,Mel270,0.22726,0.33626,0
IL17RD,Mel285,0.11326,0.87163,0
IL17RD,MP38,0.089647,0.7912,0
IL17RD,MP41,0.11353,0.66823,0
IL17RD,MP46,0.028995,0.96396,0
IL17RD,OMM1,0.04285,0.92694,0
IL17RD,OMM23,0.066979,0.87272,0
IL17RD,OMM25,0.086785,0.82873,0
IL17RE,921,0.54613,0.27432,0
IL17RE,Mel202,0.11663,0.77795,0
IL17RE,Mel270,0.16564,0.62974,0
IL17RE,Mel285,0.2782,0.4778,0
IL17RE,MP38,0.096363,0.8111,0
IL17RE,MP41,0.14535,0.61024,0
IL17RE,MP46,0.087754,0.85475,0
IL17RE,OMM1,0.18327,0.51953,0
IL17RE,OMM23,0.20402,0.38191,0
IL17RE,OMM25,0.10533,0.81205,0
IL17REL,921,-0.051668,0.93471,0
IL17REL,Mel202,-0.12879,0.87907,0
IL17REL,Mel270,0.086445,0.82208,0
IL17REL,Mel285,0.13587,0.81214,0
IL17REL,MP38,0.018483,0.9665,0
IL17REL,MP41,-0.066702,0.92101,0
IL17REL,MP46,0.038054,0.95078,0
IL17REL,OMM1,0.058913,0.89482,0
IL17REL,OMM23,0.10497,0.75623,0
IL17REL,OMM25,0.023273,0.95454,0
IL18,921,-0.021464,0.96123,0
IL18,Mel202,0.37689,0.03764,0
IL18,Mel270,-0.02351,0.99046,0
IL18,Mel285,-0.088842,0.84248,0
IL18,MP38,0.080248,0.82381,0
IL18,MP41,-0.11743,0.82644,0
IL18,MP46,0.12118,0.70133,0
IL18,OMM1,0.091745,0.81003,0
IL18,OMM23,0.14606,0.57509,0
IL18,OMM25,0.033467,0.93943,0
IL18BP,921,-0.046555,0.92782,0
IL18BP,Mel202,0.16672,0.46837,0
IL18BP,Mel270,-0.028345,0.99088,0
IL18BP,Mel285,0.0519,0.95944,0
IL18BP,MP38,0.10428,0.65182,0
IL18BP,MP41,-0.049776,0.94662,0
IL18BP,MP46,0.05926,0.88245,0
IL18BP,OMM1,-0.094919,0.91485,0
IL18BP,OMM23,-0.083058,0.92332,0
IL18BP,OMM25,-0.0045996,0.97848,0
IL18R1,921,0.2241,0.80313,0
IL18R1,Mel202,0.14573,0.66208,0
IL18R1,Mel270,0.033974,0.92137,0
IL18R1,Mel285,0.10179,0.89458,0
IL18R1,MP38,-0.014271,0.99165,0
IL18R1,MP41,0.068936,0.83181,0
IL18R1,MP46,-0.10687,0.7822,0
IL18R1,OMM1,0.0034893,0.97884,0
IL18R1,OMM23,0.014962,0.97806,0
IL18R1,OMM25,0.0093242,0.97081,0
IL18RAP,921,-0.33162,0.60333,0
IL18RAP,Mel202,0.1055,0.76847,0
IL18RAP,Mel270,-0.16841,0.79287,0
IL18RAP,Mel285,-0.14172,0.74064,0
IL18RAP,MP38,-0.10218000000000001,0.85128,0
IL18RAP,MP41,-0.065348,0.92421,0
IL18RAP,MP46,0.021523,0.97288,0
IL18RAP,OMM1,0.0021905,0.98005,0
IL18RAP,OMM23,-0.09754,0.9065,0
IL18RAP,OMM25,0.020724,0.95795,0
IL19,921,0.098464,0.95346,0
IL19,Mel202,-0.24404,0.70715,0
IL19,Mel270,-0.10097,0.88462,0
IL19,Mel285,0.052704,0.96846,0
IL19,MP38,0.034281,0.93486,0
IL19,MP41,0.024879,0.94009,0
IL19,MP46,0.016517,0.98059,0
IL19,OMM1,0.038737,0.93108,0
IL19,OMM23,0.068906,0.86851,0
IL19,OMM25,0.039047,0.93113,0
IL1A,921,-0.24066,0.73207,0
IL1A,Mel202,0.1682,0.58095,0
IL1A,Mel270,0.042876,0.90653,0
IL1A,Mel285,0.035187,0.9887,0
IL1A,MP38,-0.045782,0.94451,0
IL1A,MP41,0.016643,0.95163,0
IL1A,MP46,-0.077283,0.85732,0
IL1A,OMM1,-0.0056628,0.98842,0
IL1A,OMM23,0.012085,0.97844,0
IL1A,OMM25,0.0070712,0.97345,0
IL1B,921,0.29241,0.68624,0
IL1B,Mel202,0.13961,0.6783,0
IL1B,Mel270,-0.059178,0.9457,0
IL1B,Mel285,-0.020887,0.94661,0
IL1B,MP38,-0.11785,0.82409,0
IL1B,MP41,0.07011,0.8294,0
IL1B,MP46,0.021951,0.97236,0
IL1B,OMM1,0.1207,0.70416,0
IL1B,OMM23,-0.078641,0.93101,0
IL1B,OMM25,0.011846,0.97009,0
IL1F10,921,0.34005,0.59786,0
IL1F10,Mel202,0.022353,0.94343,0
IL1F10,Mel270,0.033002,0.92326,0
IL1F10,Mel285,-0.0064218,0.96949,0
IL1F10,MP38,-0.013335,0.99258,0
IL1F10,MP41,0.14543,0.54126,0
IL1F10,MP46,0.0031167,0.99844,0
IL1F10,OMM1,0.024602,0.95579,0
IL1F10,OMM23,-0.033001,0.98331,0
IL1F10,OMM25,0.055558,0.89597,0
IL1R1,921,0.14004,0.9091,0
IL1R1,Mel202,0.19582,0.48007,0
IL1R1,Mel270,-0.027321,0.9889,0
IL1R1,Mel285,0.065329,0.9462,0
IL1R1,MP38,0.14686,0.53619000000000006,0
IL1R1,MP41,-0.034898,0.96912,0
IL1R1,MP46,-0.016983,0.96984,0
IL1R1,OMM1,0.073847,0.8594,0
IL1R1,OMM23,-0.12193,0.86916,0
IL1R1,OMM25,0.03331,0.93943,0
IL1R2,921,0.25362,0.75622,0
IL1R2,Mel202,0.099904,0.78325,0
IL1R2,Mel270,-0.12052,0.86017,0
IL1R2,Mel285,0.16166,0.7562,0
IL1R2,MP38,0.032681,0.93672,0
IL1R2,MP41,0.089913,0.75427,0
IL1R2,MP46,-0.029496,0.95256,0
IL1R2,OMM1,-0.092143,0.92335,0
IL1R2,OMM23,0.062961,0.88229,0
IL1R2,OMM25,-0.070558,0.94644,0
IL1RAP,921,-0.02768,0.95588,0
IL1RAP,Mel202,0.12307,0.72315,0
IL1RAP,Mel270,0.27253,0.17637,0
IL1RAP,Mel285,0.041551,0.9811,0
IL1RAP,MP38,0.16269,0.4457,0
IL1RAP,MP41,0.13461,0.58451,0
IL1RAP,MP46,0.059161,0.90651,0
IL1RAP,OMM1,0.048757,0.91339,0
IL1RAP,OMM23,0.0083452,0.98331,0
IL1RAP,OMM25,0.095591,0.80695,0
IL1RAPL1,921,0.25697,0.7485,0
IL1RAPL1,Mel202,0.29337,0.15825,0
IL1RAPL1,Mel270,0.097997,0.79287,0
IL1RAPL1,Mel285,0.30595,0.30576,0
IL1RAPL1,MP38,0.040952,0.92438,0
IL1RAPL1,MP41,0.18621,0.37554,0
IL1RAPL1,MP46,-0.026665,0.95922,0
IL1RAPL1,OMM1,0.14909,0.59538,0
IL1RAPL1,OMM23,0.12638,0.66353,0
IL1RAPL1,OMM25,0.16703,0.54083,0
IL1RAPL2,921,-0.11864,0.87238,0
IL1RAPL2,Mel202,0.091892,0.80789,0
IL1RAPL2,Mel270,0.052242,0.88803,0
IL1RAPL2,Mel285,0.024828,0.99676,0
IL1RAPL2,MP38,-0.096779,0.86165,0
IL1RAPL2,MP41,-0.046731,0.9517,0
IL1RAPL2,MP46,-1.4523e-4,0.9939,0
IL1RAPL2,OMM1,0.11126,0.74262,0
IL1RAPL2,OMM23,0.068439,0.87002,0
IL1RAPL2,OMM25,0.047454,0.91433,0
IL1RL1,921,0.10203,0.95179,0
IL1RL1,Mel202,0.19296,0.48998,0
IL1RL1,Mel270,0.21958,0.36624,0
IL1RL1,Mel285,0.031895,0.99232,0
IL1RL1,MP38,0.081734,0.81935,0
IL1RL1,MP41,0.22353,0.2151,0
IL1RL1,MP46,0.11804,0.71284,0
IL1RL1,OMM1,0.096912,0.79584,0
IL1RL1,OMM23,0.044001,0.92842,0
IL1RL1,OMM25,0.1721,0.52544,0
IL1RL2,921,-0.09477,0.89381,0
IL1RL2,Mel202,0.16776,0.58272,0
IL1RL2,Mel270,-0.26918,0.61463,0
IL1RL2,Mel285,-0.19062,0.63353,0
IL1RL2,MP38,0.0055973,0.98558,0
IL1RL2,MP41,-0.027817,0.97899,0
IL1RL2,MP46,0.0079577,0.99355,0
IL1RL2,OMM1,-0.067758,0.95235,0
IL1RL2,OMM23,-0.022625,0.99027,0
IL1RL2,OMM25,-0.028717,0.98704,0
IL1RN,921,0.21707,0.81499,0
IL1RN,Mel202,0.12013,0.73024,0
IL1RN,Mel270,-0.096315,0.8909,0
IL1RN,Mel285,-0.12291,0.78001,0
IL1RN,MP38,-0.13446,0.7912,0
IL1RN,MP41,-0.10767,0.8435,0
IL1RN,MP46,-0.033859,0.94855,0
IL1RN,OMM1,0.079829,0.84414,0
IL1RN,OMM23,-0.18212,0.77789,0
IL1RN,OMM25,-0.13498,0.85372,0
IL2,921,0.15223,0.8959,0
IL2,Mel202,0.12149,0.72493,0
IL2,Mel270,0.13031,0.69576,0
IL2,Mel285,0.080781,0.92413,0
IL2,MP38,-0.063926,0.9221,0
IL2,MP41,0.066841,0.83871,0
IL2,MP46,0.0029656,0.99844,0
IL2,OMM1,-0.015545,0.99798,0
IL2,OMM23,0.089669,0.80437,0
IL2,OMM25,-0.049323,0.97009,0
IL20,921,-0.1568,0.83361,0
IL20,Mel202,0.016223,0.95314,0
IL20,Mel270,0.039365,0.9112,0
IL20,Mel285,-0.012405,0.96199,0
IL20,MP38,-0.015754,0.99104,0
IL20,MP41,0.091089,0.75045,0
IL20,MP46,-0.061581,0.8942,0
IL20,OMM1,0.11886,0.7099,0
IL20,OMM23,-0.014099,0.99664,0
IL20,OMM25,0.1726,0.5234,0
IL20RA,921,0.20019,0.8402,0
IL20RA,Mel202,0.2065,0.4455,0
IL20RA,Mel270,0.087714,0.81921,0
IL20RA,Mel285,0.11003,0.87662,0
IL20RA,MP38,-0.046546,0.94372,0
IL20RA,MP41,5.4218e-4,0.9756,0
IL20RA,MP46,-0.14216,0.66091,0
IL20RA,OMM1,0.014904,0.96811,0
IL20RA,OMM23,-0.029606,0.9842,0
IL20RA,OMM25,0.13416,0.67706,0
IL20RB,921,0.33771,0.6008,0
IL20RB,Mel202,0.1397,0.6783,0
IL20RB,Mel270,0.075685,0.84398,0
IL20RB,Mel285,-0.051814,0.90815,0
IL20RB,MP38,0.1499,0.52304,0
IL20RB,MP41,0.076191,0.80838,0
IL20RB,MP46,0.048227,0.93219,0
IL20RB,OMM1,0.12892,0.67176,0
IL20RB,OMM23,0.039027,0.93731,0
IL20RB,OMM25,0.26479,0.18162,0
IL21,921,0.23139,0.79308,0
IL21,Mel202,0.1207,0.72793,0
IL21,Mel270,-0.0086578,0.99042,0
IL21,Mel285,0.040177,0.98387,0
IL21,MP38,0.062289,0.87553,0
IL21,MP41,0.016061,0.9524,0
IL21,MP46,-0.02858,0.95484,0
IL21,OMM1,0.048901,0.91339,0
IL21,OMM23,-0.042995,0.97657,0
IL21,OMM25,-0.027671,0.98835,0
IL21R,921,-0.020445,0.96244,0
IL21R,Mel202,0.14374,0.67056,0
IL21R,Mel270,-0.042431,0.96886,0
IL21R,Mel285,0.037852,0.98643,0
IL21R,MP38,0.014792,0.96932,0
IL21R,MP41,0.058943,0.85982,0
IL21R,MP46,0.095888,0.80112,0
IL21R,OMM1,-0.021872,0.99445,0
IL21R,OMM23,0.052925,0.91059,0
IL21R,OMM25,0.065699,0.87593,0
IL22,921,0.36012,0.55497,0
IL22,Mel202,0.047796,0.90262,0
IL22,Mel270,0.10907,0.76263,0
IL22,Mel285,0.25138,0.47601,0
IL22,MP38,0.1237,0.65584,0
IL22,MP41,0.19094,0.34902,0
IL22,MP46,0.044681,0.9384,0
IL22,OMM1,0.10108,0.77785,0
IL22,OMM23,0.14933,0.55814,0
IL22,OMM25,0.2402,0.25584,0
IL22RA1,921,-0.20966,0.77108,0
IL22RA1,Mel202,0.13994,0.67765,0
IL22RA1,Mel270,0.017758,0.95337,0
IL22RA1,Mel285,0.009516,0.98831,0
IL22RA1,MP38,-0.087763,0.88151,0
IL22RA1,MP41,-0.15983,0.72332,0
IL22RA1,MP46,-0.047,0.92227,0
IL22RA1,OMM1,-0.074521,0.94446,0
IL22RA1,OMM23,-0.094351,0.91242,0
IL22RA1,OMM25,-0.065866,0.9507,0
IL22RA2,921,0.20879,0.77671,0
IL22RA2,Mel202,0.34331,0.02225,0
IL22RA2,Mel270,0.12625,0.61814,0
IL22RA2,Mel285,0.12717,0.79097,0
IL22RA2,MP38,0.12081,0.55384,0
IL22RA2,MP41,0.13436,0.49228,0
IL22RA2,MP46,0.04972,0.90812,0
IL22RA2,OMM1,0.18856,0.26296,0
IL22RA2,OMM23,0.081786,0.77716,0
IL22RA2,OMM25,0.13757,0.55632,0
IL23A,921,-0.39248,0.51683,0
IL23A,Mel202,-0.083853,0.9398,0
IL23A,Mel270,-0.22017,0.70496,0
IL23A,Mel285,-0.22099,0.55301,0
IL23A,MP38,-0.1579,0.73624,0
IL23A,MP41,-0.22241,0.58468,0
IL23A,MP46,-0.10427,0.78747,0
IL23A,OMM1,-0.075318,0.94256,0
IL23A,OMM23,-0.18284,0.77716,0
IL23A,OMM25,-0.16734,0.80834,0
IL23R,921,0.30606,0.66002,0
IL23R,Mel202,0.14152,0.67399,0
IL23R,Mel270,0.088905,0.81731,0
IL23R,Mel285,-0.04696,0.91567,0
IL23R,MP38,-0.042212,0.95132,0
IL23R,MP41,0.0045813,0.97081,0
IL23R,MP46,0.0041051,0.99989,0
IL23R,OMM1,0.037636,0.93299,0
IL23R,OMM23,0.043098,0.92928,0
IL23R,OMM25,-0.057101,0.95983,0
IL24,921,0.092018,0.95939,0
IL24,Mel202,0.15585,0.62891,0
IL24,Mel270,0.16006,0.58748,0
IL24,Mel285,0.20401,0.63636,0
IL24,MP38,0.18278,0.34225,0
IL24,MP41,0.27719,0.078594,0
IL24,MP46,0.19044,0.31894,0
IL24,OMM1,0.16306,0.52459,0
IL24,OMM23,0.092753,0.79517,0
IL24,OMM25,0.13268,0.68492,0
IL25,921,-0.11754,0.8733,0
IL25,Mel202,0.099009,0.78665,0
IL25,Mel270,0.082793,0.83078,0
IL25,Mel285,0.21929,0.58795,0
IL25,MP38,0.023812,0.95295,0
IL25,MP41,0.03437,0.92003,0
IL25,MP46,0.077478,0.86237,0
IL25,OMM1,0.076804,0.85086,0
IL25,OMM23,0.096448,0.7862,0
IL25,OMM25,0.053876,0.90054,0
IL26,921,-0.18042,0.80368,0
IL26,Mel202,0.043922,0.90627,0
IL26,Mel270,0.081769,0.83312,0
IL26,Mel285,-0.035445,0.92697,0
IL26,MP38,0.048727,0.91003,0
IL26,MP41,0.18623,0.37554,0
IL26,MP46,-5.4491e-4,0.99348,0
IL26,OMM1,0.1163,0.71796,0
IL26,OMM23,0.083303,0.82721,0
IL26,OMM25,0.10745,0.77341,0
IL27,921,-0.29331,0.65719,0
IL27,Mel202,-0.031388,0.99736,0
IL27,Mel270,-0.093436,0.89669,0
IL27,Mel285,0.067426,0.94368,0
IL27,MP38,-0.039957,0.95415,0
IL27,MP41,-0.10886,0.84167,0
IL27,MP46,0.0018458,0.99627,0
IL27,OMM1,-0.06596,0.95454,0
IL27,OMM23,0.1122,0.72223,0
IL27,OMM25,-0.22647,0.71138,0
IL27RA,921,0.13676,0.91247,0
IL27RA,Mel202,0.11987,0.73059,0
IL27RA,Mel270,0.057707,0.8782,0
IL27RA,Mel285,0.11167,0.87397,0
IL27RA,MP38,0.12509,0.65072,0
IL27RA,MP41,-0.032917,0.9723,0
IL27RA,MP46,0.095513,0.8039,0
IL27RA,OMM1,-0.11714,0.89122,0
IL27RA,OMM23,0.1115,0.72625,0
IL27RA,OMM25,-0.088832,0.92307,0
IL2RA,921,-0.10695,0.88559,0
IL2RA,Mel202,0.14871,0.65279,0
IL2RA,Mel270,0.24716,0.25984,0
IL2RA,Mel285,0.011408,0.9887,0
IL2RA,MP38,0.079816,0.82515,0
IL2RA,MP41,0.19617,0.33101,0
IL2RA,MP46,-0.04287,0.93219,0
IL2RA,OMM1,0.054367,0.90423,0
IL2RA,OMM23,0.072205,0.86038,0
IL2RA,OMM25,0.10002,0.79218,0
IL2RB,921,0.037516,0.99944,0
IL2RB,Mel202,0.17834,0.53962,0
IL2RB,Mel270,-0.16382,0.79976,0
IL2RB,Mel285,0.25366,0.47111,0
IL2RB,MP38,0.056575,0.88932,0
IL2RB,MP41,0.081171,0.78824,0
IL2RB,MP46,0.016583,0.9802,0
IL2RB,OMM1,0.10428,0.7661,0
IL2RB,OMM23,0.099491,0.77807,0
IL2RB,OMM25,0.050932,0.90749,0
IL2RG,921,0.013013,0.98751,0
IL2RG,Mel202,0.057858,0.88482,0
IL2RG,Mel270,0.010186,0.96523,0
IL2RG,Mel285,0.1257,0.84012,0
IL2RG,MP38,-0.01809,0.98885,0
IL2RG,MP41,0.098101,0.72494,0
IL2RG,MP46,0.054296,0.9171,0
IL2RG,OMM1,0.046525,0.91924,0
IL2RG,OMM23,0.1716,0.44616,0
IL2RG,OMM25,0.1162,0.73686,0
IL3,921,0.057228,0.98862,0
IL3,Mel202,0.14184,0.71918,0
IL3,Mel270,-0.10622,0.88632,0
IL3,Mel285,0.066635,0.95282,0
IL3,MP38,0.0031008,0.99117,0
IL3,MP41,0.21574,0.33888,0
IL3,MP46,0.11056,0.78625,0
IL3,OMM1,0.21144,0.40626,0
IL3,OMM23,0.074743,0.88065,0
IL3,OMM25,-0.062852,0.95328,0
IL31,921,0.16768,0.88354,0
IL31,Mel202,-0.010897,0.98734,0
IL31,Mel270,0.11555,0.73974,0
IL31,Mel285,0.059459,0.95764,0
IL31,MP38,0.082117,0.81847,0
IL31,MP41,0.13162,0.59319,0
IL31,MP46,0.16149,0.48992,0
IL31,OMM1,0.066075,0.88261,0
IL31,OMM23,0.15894,0.50847,0
IL31,OMM25,0.13323,0.68216,0
IL31RA,921,-0.10312,0.88803,0
IL31RA,Mel202,0.027261,0.93618,0
IL31RA,Mel270,-0.067003,0.93156,0
IL31RA,Mel285,-0.16782,0.6857,0
IL31RA,MP38,-0.078185,0.90105,0
IL31RA,MP41,-0.035286,0.96853,0
IL31RA,MP46,-0.15514,0.61792,0
IL31RA,OMM1,-0.073012,0.94549,0
IL31RA,OMM23,0.03425,0.95082,0
IL31RA,OMM25,-0.035834,0.98148,0
IL32,921,-0.0072268,0.96939,0
IL32,Mel202,-0.033774,0.99736,0
IL32,Mel270,0.022141,0.93277,0
IL32,Mel285,-0.066399,0.87321,0
IL32,MP38,0.042493,0.91003,0
IL32,MP41,-0.050788,0.94469,0
IL32,MP46,0.063264,0.88318,0
IL32,OMM1,-0.0060634,0.98488,0
IL32,OMM23,0.11918,0.63989,0
IL32,OMM25,-0.13576,0.84081,0
IL33,921,0.37173,0.46256,0
IL33,Mel202,0.12787,0.67341,0
IL33,Mel270,0.1374,0.61611,0
IL33,Mel285,0.16428,0.7155,0
IL33,MP38,0.092327,0.74643,0
IL33,MP41,0.13558,0.53805,0
IL33,MP46,0.029099,0.96007,0
IL33,OMM1,0.17719,0.38258,0
IL33,OMM23,0.11672,0.6533,0
IL33,OMM25,0.17201,0.46135,0
IL34,921,0.4385,0.38805,0
IL34,Mel202,0.0671,0.86374,0
IL34,Mel270,0.12054,0.72027,0
IL34,Mel285,0.041401,0.98114,0
IL34,MP38,0.04662,0.91349,0
IL34,MP41,-0.033981,0.97081,0
IL34,MP46,0.11873,0.71219,0
IL34,OMM1,0.013445,0.96881,0
IL34,OMM23,-0.0198,0.99343,0
IL34,OMM25,0.12202,0.7202,0
IL36A,921,0.050001,0.99191,0
IL36A,Mel202,0.077858,0.83685,0
IL36A,Mel270,-0.24083,0.6675,0
IL36A,Mel285,-0.29658,0.40277,0
IL36A,MP38,-0.073616,0.90845,0
IL36A,MP41,-0.19157,0.65582,0
IL36A,MP46,-0.063537,0.88977,0
IL36A,OMM1,-0.1508,0.8431,0
IL36A,OMM23,-0.046584,0.97398,0
