dataset,cell_line_label,gene,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc,is_depleted_mageck,is_enriched_mageck,BF,is_depleted_bagel
scaled,Mel202,CHORDC1,6,4.1294e-5,2.5687e-4,0.004703,57,5,-1.4644,0.99462,0.9944,0.999995,935,0,-1.4644,1,0,8.61168055555556,1
scaled,Mel202,CDK2,8,8.4492e-5,5.3708e-4,0.007799,72,6,-0.77343,0.98852,0.98827,0.999995,914,0,-0.77343,1,0,3.56245833333333,1
scaled,Mel202,VMP1,8,1.0432e-4,6.1181e-4,0.008647,75,6,-0.82939,1,1,0.999995,1038,0,-0.82939,1,0,7.04204166666667,1
scaled,Mel202,NAE1,16,1.592e-4,0.0012843,0.014035,86,8,-0.68358,0.99043,0.99124,0.999995,920,0,-0.68358,1,0,5.76845833333333,1
scaled,Mel202,SOD1,8,2.021e-4,0.0010508,0.012515,92,6,-0.92573,0.62306,0.62366,0.999995,535,0,-0.92573,1,0,7.28245833333333,1
scaled,Mel202,CDS2,8,2.4414e-4,0.0012283,0.013562,96,6,-0.92626,0.59986,0.60044,0.999995,522,0,-0.92626,1,0,7.60908333333333,1
scaled,Mel202,LSM4,8,2.4647e-4,0.0012283,0.013562,97,5,-1.1274,0.48841,0.48869,0.999995,434,0,-1.1274,1,0,6.71325,1
scaled,Mel202,ATP6V1C1,8,3.1231e-4,0.0016766,0.017424,102,6,-0.74757,1,1,0.999995,1036,0,-0.74757,1,0,5.18379166666667,1
scaled,Mel202,RNF40,8,4.4196e-4,0.0023492,0.021843,114,5,-1.0656,0.98207,0.98174,0.999995,904,0,-1.0656,1,0,5.45295833333333,1
scaled,Mel202,NXT1,8,5.9342e-4,0.0029283,0.025653,121,5,-1.0613,0.96642,0.96588,0.999995,876,0,-1.0613,1,0,6.1025,1
scaled,Mel202,PPP2R1A,8,6.3644e-4,0.0031151,0.026416,124,5,-1.0454,0.7223,0.72188,0.999995,638,0,-1.0454,1,0,6.417625,1
scaled,Mel202,SMARCA4,8,7.9246e-4,0.0038063,0.031112,129,6,-0.84993,0.68065,0.6815,0.999995,605,0,-0.84993,1,0,4.21225,1
scaled,Mel202,SFPQ,8,0.0013958,0.0061321,0.046429,139,4,-0.53549,0.87285,0.87213,0.999995,769,0,-0.53549,1,0,6.5145,1
scaled,Mel270,NAE1,16,3.4297e-10,4.6703e-6,3.09e-4,3,14,-0.85039,0.9756,0.97603,0.999995,921,0,-0.85039,1,0,3.30833333333333,1
scaled,Mel270,CCND1,8,1.5626e-8,4.6703e-6,3.09e-4,4,8,-2.0147,1,1,0.999995,1058,0,-2.0147,1,0,6.66067708333333,1
scaled,Mel270,ALDOA,8,3.0238e-8,4.6703e-6,3.09e-4,6,7,-1.8834,0.99997,0.99999,0.999995,1032,0,-1.8834,1,0,6.28638541666667,1
scaled,Mel270,ATP6V1B2,8,9.369e-7,4.6703e-6,3.09e-4,14,8,-1.0362,1,1,0.999995,1051,0,-1.0362,1,0,4.46346875,1
scaled,Mel270,INTS6,6,2.2222e-6,4.6703e-6,3.09e-4,19,6,-1.8841,1,1,0.999995,1048,0,-1.8841,1,0,6.66248263888889,1
scaled,Mel270,HUS1,8,3.3008e-6,4.2033e-5,0.001437,24,7,-1.394,0.99793,0.99793,0.999995,989,0,-1.394,1,0,3.48126041666667,1
scaled,Mel270,RRM2,7,3.6867e-6,3.2692e-5,0.001437,25,5,-1.5348,0.82181,0.82025,0.999995,766,0,-1.5348,1,0,5.17649851190476,1
scaled,Mel270,DYNLRB1,7,5.9292e-6,4.2033e-5,0.001437,29,7,-1.3739,0.99999,1,0.999995,1043,0,-1.3739,1,0,4.46606994047619,1
scaled,Mel270,CHORDC1,6,8.8838e-6,4.2033e-5,0.001437,34,6,-1.1901,0.99999,1,0.999995,1040,0,-1.1901,1,0,5.84753819444444,1
scaled,Mel270,AKIRIN2,8,1.0311e-5,7.0054e-5,0.002007,35,7,-1.2943,0.99994,0.99995,0.999995,1026,0,-1.2943,1,0,4.11417708333333,1
scaled,Mel270,RBBP4,7,1.123e-5,5.1373e-5,0.001513,36,6,-2.4952,0.99278,0.99254,0.999995,966,0,-2.4952,1,0,5.24985565476191,1
scaled,Mel270,RNF113A,8,2.6772e-5,2.1016e-4,0.004748,44,7,-1.2671,0.59735,0.59787,0.999995,570,0,-1.2671,1,0,5.54340625,1
scaled,Mel270,NXT1,8,3.0514e-5,2.195e-4,0.004748,47,5,-1.2901,0.99995,0.99995,0.999995,1028,0,-1.2901,1,0,4.23971875,1
scaled,Mel270,PRKDC,16,5.7802e-5,5.651e-4,0.009216,56,10,-0.80742,0.96606,0.96674,0.999995,906,0,-0.80742,1,0,1.74545833333333,1
scaled,Mel270,KIF4A,8,7.0006e-5,4.5302e-4,0.008425,58,7,-1.124,0.9996,0.9995,0.999995,1008,0,-1.124,1,0,2.96676041666667,1
scaled,Mel270,SOD1,8,7.4159e-5,4.9972e-4,0.008684,60,6,-1.2886,0.98527,0.98516,0.999995,941,0,-1.2886,1,0,3.27921875,1
scaled,Mel270,HMGCS1,7,7.7917e-5,3.7829e-4,0.007291,62,5,-1.5249,0.99975,0.9998,0.999995,1013,0,-1.5249,1,0,4.65328422619048,1
scaled,Mel270,SMARCA4,8,8.1231e-5,5.184e-4,0.008741,63,7,-1.0166,0.44269,0.44314,0.999995,421,0,-1.0166,1,0,2.39619791666667,1
scaled,Mel270,CDK2,8,9.2014e-5,5.7444e-4,0.009226,65,7,-1.3455,0.98411,0.98403,0.999995,937,0,-1.3455,1,0,4.89084375,1
scaled,Mel270,AHCYL1,8,1.1681e-4,6.7719e-4,0.009833,71,7,-0.77845,0.55521,0.55517,0.999995,532,0,-0.77845,1,0,1.53898958333333,1
scaled,Mel270,VMP1,8,1.3854e-4,7.4257e-4,0.010089,76,7,-1.1143,0.99647,0.99641,0.999995,979,0,-1.1143,1,0,3.67646875,1
scaled,Mel270,SIN3A,8,1.7339e-4,0.0010041,0.012671,81,6,-0.92617,0.99983,0.99974,0.999995,1016,0,-0.92617,1,0,2.71017708333333,1
scaled,Mel270,RIC8A,8,2.1858e-4,0.0011816,0.014396,86,6,-1.4527,0.99984,0.99975,0.999995,1017,0,-1.4527,1,0,4.28246875,1
scaled,Mel270,ATP6V1C1,8,2.4199e-4,0.001275,0.015296,88,6,-1.0726,0.9999,0.99987,0.999995,1021,0,-1.0726,1,0,2.36044791666667,1
scaled,Mel270,CDS2,8,2.6077e-4,0.0013871,0.016157,92,6,-1.027,0.43313,0.43309,0.999995,410,0,-1.027,1,0,3.40484375,1
scaled,Mel270,RNF40,8,2.6884e-4,0.0014618,0.016842,93,6,-1.2362,0.99882,0.99881,0.999995,997,0,-1.2362,1,0,2.90807291666667,1
scaled,Mel270,PPP2R1A,8,4.9533e-4,0.0025173,0.025173,106,5,-1.1781,0.85133,0.85128,0.999995,784,0,-1.1781,1,0,4.37692708333333,1
scaled,Mel270,LSM4,8,0.0012221,0.0054969,0.043483,134,5,-1.0834,0.33846,0.33845,0.999995,320,0,-1.0834,1,0,2.68228125,1
scaled,Mel270,SFPQ,8,0.0013958,0.0063656,0.048197,139,4,-0.74798,0.94806,0.94752,0.999995,880,0,-0.74798,1,0,3.65880208333333,1
scaled,Mel285,DYNLRB1,7,1.883e-7,4.6703e-6,1.83e-4,15,7,-1.1179,1,1,0.999995,1049,0,-1.1179,1,0,1.2111994047619,1
scaled,Mel285,SIN3A,8,2.2289e-7,4.6703e-6,1.83e-4,16,8,-1.005,1,1,0.999995,1048,0,-1.005,1,0,1.01189583333333,1
scaled,Mel285,CCND1,8,5.8427e-7,4.6703e-6,1.83e-4,18,8,-1.2812,1,1,0.999995,1044,0,-1.2812,1,0,1.2280625,1
scaled,Mel285,ALDOA,8,8.9806e-7,4.6703e-6,1.83e-4,23,8,-1.1023,1,1,0.999995,1041,0,-1.1023,1,0,1.08820833333333,1
scaled,Mel285,SOD1,8,8.5943e-6,6.0714e-5,0.00143,43,6,-1.1289,0.97015,0.96953,0.999995,901,0,-1.1289,1,0,0.8299375,1
scaled,Mel285,VMP1,8,1.0311e-5,7.0054e-5,0.001614,45,7,-0.96039,0.14003,0.1406,0.999995,104,0,-0.96039,1,0,0.7094375,1
scaled,Mel285,HMGCS1,7,1.4458e-5,6.0714e-5,0.00143,47,5,-1.1203,0.99965,0.9997,0.999995,999,0,-1.1203,1,0,0.906627976190476,1
scaled,Mel285,ATP6V1B2,8,2.3891e-5,1.6346e-4,0.003332,51,7,-1.153,0.99999,1,0.999995,1026,0,-1.153,1,0,1.09479166666667,1
scaled,Mel285,RRM2,7,3.1235e-5,1.5412e-4,0.003203,53,4,-0.64749,0.79412,0.79244,0.999995,710,0,-0.64749,1,0,0.717651785714286,1
scaled,Mel285,RIC8A,8,3.7415e-5,2.7555e-4,0.004868,56,7,-0.84739,0.99999,1,0.999995,1028,0,-0.84739,1,0,0.867041666666667,1
scaled,Mel285,CDK2,8,5.9586e-5,4.1565e-4,0.007223,60,6,-0.97282,0.84562,0.84543,0.999995,757,0,-0.97282,1,0,0.718479166666667,1
scaled,Mel285,AKIRIN2,8,6.7484e-5,4.5302e-4,0.007622,63,7,-0.8023,0.99988,0.99984,0.999995,1011,0,-0.8023,1,0,0.668854166666667,1
scaled,Mel285,SFPQ,8,8.5762e-5,5.4642e-4,0.008274,69,5,-0.70016,0.28406,0.28456,0.999995,240,0,-0.70016,1,0,0.66025,1
scaled,Mel285,INTS6,6,1.0044e-4,4.8104e-4,0.007677,72,5,-1.0313,0.96372,0.96388,0.999995,888,0,-1.0313,1,0,0.878381944444444,1
scaled,Mel285,NAE1,16,1.5576e-4,0.001275,0.01469,80,10,-0.81774,0.92731,0.92781,0.999995,848,0,-0.81774,1,0,0.828239583333333,1
scaled,Mel285,ATP6V1C1,8,2.2331e-4,0.0011536,0.013696,90,6,-0.87908,0.68065,0.6815,0.999995,621,0,-0.87908,1,0,0.478125,1
scaled,Mel285,NXT1,8,2.737e-4,0.0014431,0.016448,94,5,-1.0719,0.9999,0.99988,0.999995,1016,0,-1.0719,1,0,0.921479166666667,1
scaled,Mel285,CHORDC1,6,5.2776e-4,0.0024426,0.024895,108,5,-0.98226,0.63013,0.63187,0.999995,566,0,-0.98226,1,0,0.683465277777778,1
scaled,Mel285,KIF4A,8,5.5255e-4,0.0027601,0.026123,110,4,-0.83116,0.99982,0.99973,0.999995,1008,0,-0.83116,1,0,0.731208333333333,1
scaled,Mel285,RNF113A,8,7.8407e-4,0.0037876,0.033205,121,6,-0.86095,0.75316,0.75283,0.999995,682,0,-0.86095,1,0,0.679854166666667,1
scaled,Mel285,HUS1,8,7.8966e-4,0.0037969,0.033205,122,6,-0.75862,0.99999,1,0.999995,1027,0,-0.75862,1,0,0.7178125,1
scaled,Mel285,LSM4,8,8.0385e-4,0.003853,0.033205,123,5,-0.95445,0.86975,0.8692,0.999995,779,0,-0.95445,1,0,0.589479166666667,1
scaled,Mel285,PPP2R1A,8,0.0010372,0.004731,0.037991,132,6,-0.89349,0.70644,0.70688,0.999995,643,0,-0.89349,1,0,0.759375,1
scaled,Mel285,RBBP4,7,0.0011462,0.0050019,0.039567,135,5,-0.96159,0.66556,0.66485,0.999995,603,0,-0.96159,1,0,0.40241369047619,1
scaled,MP46,DYNLRB1,7,9.9248e-6,5.1373e-5,0.009076,6,6,-1.9824,0.99454,0.99419,0.999995,1035,0,-1.9824,1,0,0.340885416666667,1
scaled,MP46,ATP6V1B2,8,3.7622e-5,3.2225e-4,0.023824,14,8,-1.5537,0.99996,0.99997,0.999995,1057,0,-1.5537,1,0,0.37784375,1
scaled,MP46,CCND1,8,4.329e-5,3.5961e-4,0.023824,15,7,-2.1189,0.99945,0.99931,0.999995,1053,0,-2.1189,1,0,0.415614583333333,1
scaled,MP46,PRKDC,16,1.0626e-4,0.0010135,0.042841,22,11,-1.1821,0.49752999999999997,0.66038,0.999995,553,2,-1.1821,1,0,0.0213541666666666,1
scaled,MP46,CHORDC1,6,1.2042e-4,6.7719e-4,0.03121,24,4,-2.3062,0.3467,0.39251,0.999995,465,1,-2.3062,1,0,0.157246527777778,1
scaled,OMM25,NAE1,16,7.1451e-14,4.6703e-6,1.5e-4,2,15,-1.145,0.99927,0.99937,0.999995,973,0,-1.145,1,0,5.92508333333333,1
scaled,OMM25,ALDOA,8,1.7018e-7,4.6703e-6,1.5e-4,19,8,-1.1773,1,1,0.999995,1047,0,-1.1773,1,0,7.04676041666667,1
scaled,OMM25,CCND1,8,2.0654e-7,4.6703e-6,1.5e-4,20,8,-0.96887,1,1,0.999995,1046,0,-0.96887,1,0,6.02109375,1
scaled,OMM25,INTS6,6,2.7413e-7,4.6703e-6,1.5e-4,22,6,-1.8417,1,1,0.999995,1045,0,-1.8417,1,0,10.9181979166667,1
scaled,OMM25,AKIRIN2,8,2.9651e-7,4.6703e-6,1.5e-4,24,8,-0.7087,1,1,0.999995,1044,0,-0.7087,1,0,4.08971875,1
scaled,OMM25,RRM2,7,6.0471e-7,4.6703e-6,1.5e-4,27,5,-1.2999,0.68724,0.68618,0.999995,648,0,-1.2999,1,0,6.60962648809524,1
scaled,OMM25,RIC8A,8,1.5861e-6,1.4011e-5,3.91e-4,37,8,-0.89106,1,1,0.999995,1028,0,-0.89106,1,0,6.66634375,1
scaled,OMM25,DYNLRB1,7,2.7364e-6,3.2692e-5,7.7e-4,41,7,-0.97545,1,1,0.999995,1031,0,-0.97545,1,0,6.56336458333333,1
scaled,OMM25,HMGCS1,7,4.84e-6,4.2033e-5,8.1e-4,51,7,-1.5565,1,1,0.999995,1022,0,-1.5565,1,0,8.78355505952381,1
scaled,OMM25,RBBP4,7,5.2735e-6,4.2033e-5,8.1e-4,53,6,-1.2748,0.27606,0.27593,0.999995,269,1,-1.2748,1,0,7.85526934523809,1
scaled,OMM25,VMP1,8,9.806e-6,6.0714e-5,9.46e-4,63,8,-0.94118,0.99999,1,0.999995,1017,0,-0.94118,1,0,7.06019791666667,1
scaled,OMM25,HUS1,8,1.7207e-5,1.4478e-4,0.002046,74,8,-0.60703,0.99998,1,0.999995,1011,0,-0.60703,1,0,3.45223958333333,1
scaled,OMM25,AHCYL1,8,1.9194e-5,1.6346e-4,0.00225,75,8,-0.80579,0.99998,1,0.999995,1010,0,-0.80579,1,0,4.21426041666667,1
scaled,OMM25,ATP6V1C1,8,2.0065e-5,1.728e-4,0.00229,78,7,-0.89899,0.99981,0.99972,0.999995,992,0,-0.89899,1,0,5.15217708333333,1
scaled,OMM25,SOD1,8,2.0174e-5,1.728e-4,0.00229,79,6,-1.2244,0.84176,0.84144,0.999995,775,0,-1.2244,1,0,7.37855208333333,1
scaled,OMM25,PPP2R1A,8,4.2916e-5,3.5961e-4,0.004283,87,7,-0.76788,0.2903,0.29118,0.999995,282,1,-0.76788,1,0,4.37740625,1
scaled,OMM25,SFPQ,8,7.2539e-5,5.2774e-4,0.005767,96,7,-1.0623,0.99796,0.99794,0.999995,956,0,-1.0623,1,0,7.55601041666667,1
scaled,OMM25,CDS2,8,9.6903e-5,6.6785e-4,0.00694,101,7,-0.88796,0.23835,0.24216,0.999995,235,1,-0.88796,1,0,5.11838541666667,1
scaled,OMM25,RNF113A,8,2.585e-4,0.0014618,0.012806,121,7,-0.71418,0.73275,0.73225,0.999995,686,0,-0.71418,1,0,5.13726041666667,1
scaled,OMM25,LSM4,8,3.1606e-4,0.0018821,0.015834,125,6,-1.1394,0.094111,0.1198,0.999995,122,1,-1.1394,1,0,6.40823958333333,1
scaled,OMM25,CHORDC1,6,3.2087e-4,0.0016953,0.014376,127,5,-1.1151,0.99923,0.99928,0.999995,972,0,-1.1151,1,0,7.67125347222222,1
scaled,OMM25,ZNF407,8,3.8207e-4,0.0023305,0.018857,130,7,-0.64408,0.99443,0.99437,0.999995,943,0,-0.64408,1,0,4.67196875,1
scaled,OMM25,PRKDC,16,4.0922e-4,0.0033299,0.024683,135,11,-0.39092,0.86176,0.86171,0.999995,797,0,-0.39092,1,0,1.23045833333333,1
scaled,OMM25,SIN3A,8,5.4052e-4,0.0030217,0.02321,138,7,-0.55878,0.99912,0.99902,0.999995,968,0,-0.55878,1,0,2.75594791666667,1
scaled,OMM25,KIF4A,8,5.7254e-4,0.0032178,0.02402,143,7,-0.78635,0.99984,0.99976,0.999995,997,0,-0.78635,1,0,5.23013541666667,1
scaled,OMM25,CDK2,8,6.096e-4,0.003414,0.02499,144,7,-0.52207,0.97264,0.97185,0.999995,903,0,-0.52207,1,0,2.42465625,1
scaled,OMM25,SMARCA4,8,6.2935e-4,0.0034794,0.025089,147,7,-0.54045,0.70001,0.70043,0.999995,661,0,-0.54045,1,0,2.40692708333333,1
scaled,OMM25,ATP6V1B2,8,7.8481e-4,0.004264,0.029349,154,6,-0.8852,0.99977,0.99971,0.999995,987,0,-0.8852,1,0,5.39232291666667,1
scaled,921,NAE1,16,3.8038e-10,4.6703e-6,4.13e-4,2,15,-0.89626,0.37951,0.38604,0.999995,339,1,-0.89626,1,0,1.88442708333333,1
scaled,921,PRKDC,16,4.6671e-10,4.6703e-6,4.13e-4,3,15,-0.97692,0.99846,0.99863,0.999995,1022,0,-0.97692,1,0,1.60916666666667,1
scaled,921,CCND1,8,4.2777e-8,4.6703e-6,4.13e-4,7,8,-1.473,1,1,0.999995,1055,0,-1.473,1,0,5.627125,1
scaled,921,RRM2,7,4.7199e-7,4.6703e-6,4.13e-4,12,6,-2.1459,0.76163,0.76058,0.999995,707,0,-2.1459,1,0,5.42388988095238,1
scaled,921,ALDOA,8,4.4477e-6,4.2033e-5,0.002475,18,7,-1.276,0.90374,0.90325,0.999995,842,0,-1.276,1,0,3.55122916666667,1
scaled,921,HUS1,8,7.6035e-6,5.1373e-5,0.002593,20,7,-1.4232,0.95053,0.95009,0.999995,897,0,-1.4232,1,0,3.86372916666667,1
scaled,921,NXT1,8,2.5086e-5,2.2884e-4,0.008984,27,6,-0.90314,0.8819,0.88142,0.999995,822,0,-0.90314,1,0,2.37708333333333,1
scaled,921,ATP6V1B2,8,9.5676e-5,7.1455e-4,0.017542,42,8,-1.2541,0.99945,0.99933,0.999995,1029,0,-1.2541,1,0,3.835125,1
scaled,921,CHORDC1,6,1.9738e-4,0.0010602,0.021610999999999998,60,6,-1.1992,0.99515,0.9951,0.999995,1003,0,-1.1992,1,0,3.51785416666667,1
scaled,921,AKIRIN2,8,2.5963e-4,0.0016299,0.028795,63,8,-0.97086,0.99726,0.99718,0.999995,1014,0,-0.97086,1,0,1.49283333333333,1
scaled,921,RIC8A,8,2.7119e-4,0.0017514,0.030433,64,7,-1.2234,0.99498,0.995,0.999995,1001,0,-1.2234,1,0,3.6695,1
scaled,921,DYNLRB1,7,4.0506e-4,0.0023118,0.034514,73,7,-1.1275,0.99951,0.99953,0.999995,1031,0,-1.1275,1,0,1.92579464285714,1
scaled,MP38,CCND1,8,2.7149e-11,4.6703e-6,1.9e-4,3,8,-1.9201,1,1,0.999995,1060,0,-1.9201,1,0,6.77957291666667,1
scaled,MP38,NAE1,16,2.7802e-11,4.6703e-6,1.9e-4,4,15,-0.74171,0.99886,0.9991,0.999995,982,0,-0.74171,1,0,3.42288541666667,1
scaled,MP38,ATP6V1B2,8,2.2009e-7,4.6703e-6,1.9e-4,15,8,-1.6066,1,1,0.999995,1051,0,-1.6066,1,0,5.62719791666667,1
scaled,MP38,ALDOA,8,4.5162e-7,4.6703e-6,1.9e-4,22,7,-1.6982,0.94505,0.94429,0.999995,849,0,-1.6982,1,0,5.23880208333333,1
scaled,MP38,AHCYL1,8,7.6166e-7,4.6703e-6,1.9e-4,27,8,-1.1651,0.99999,1,0.999995,1033,0,-1.1651,1,0,3.68676041666667,1
scaled,MP38,CDK2,8,2.0715e-6,2.3351e-5,7.28e-4,32,7,-1.4275,0.91818,0.91749,0.999995,820,0,-1.4275,1,0,5.01790625,1
scaled,MP38,INTS6,6,3.3596e-6,1.4011e-5,4.5e-4,36,6,-1.282,1,1,0.999995,1041,0,-1.282,1,0,4.59779513888889,1
scaled,MP38,HMGCS1,7,3.4773e-6,3.2692e-5,9.37e-4,37,7,-1.6944,1,1,0.999995,1040,0,-1.6944,1,0,5.71787053571429,1
scaled,MP38,VMP1,8,4.1706e-6,4.2033e-5,9.9e-4,40,8,-1.1566,1,1,0.999995,1038,0,-1.1566,1,0,4.51311458333333,1
scaled,MP38,KIF4A,8,4.4915e-6,4.2033e-5,9.9e-4,41,8,-1.1394,1,1,0.999995,1037,0,-1.1394,1,0,4.08528125,1
scaled,MP38,RIC8A,8,5.1653e-6,4.2033e-5,9.9e-4,43,8,-0.94457,0.99849,0.99846,0.999995,978,0,-0.94457,1,0,3.52830208333333,1
scaled,MP38,DYNLRB1,7,8.2795e-6,5.1373e-5,0.001134,47,7,-1.3987,0.99991,0.99992,0.999995,1013,0,-1.3987,1,0,5.01653720238095,1
scaled,MP38,PRKDC,16,1.055e-5,1.3544e-4,0.002519,50,14,-0.5289,0.98018,0.98085,0.999995,904,0,-0.5289,1,0,1.33896875,1
scaled,MP38,ZNF407,8,1.3037e-5,1.1676e-4,0.002292,54,8,-0.8262,0.99995,0.99995,0.999995,1020,0,-0.8262,1,0,3.64305208333333,1
scaled,MP38,RNF40,8,2.4118e-5,2.0082e-4,0.003379,64,8,-1.1165,0.99998,0.99999,0.999995,1028,0,-1.1165,1,0,3.15869791666667,1
scaled,MP38,CDS2,8,2.4585e-5,2.1016e-4,0.003427,66,8,-0.9782,0.99925,0.99914,0.999995,991,0,-0.9782,1,0,3.11855208333333,1
scaled,MP38,SMARCA4,8,2.8405e-5,2.5687e-4,0.00389,68,8,-0.81069,0.99997,0.99999,0.999995,1024,0,-0.81069,1,0,2.81603125,1
scaled,MP38,ATP6V1C1,8,5.2113e-5,4.4368e-4,0.006271,74,8,-0.66586,0.99903,0.99898,0.999995,986,0,-0.66586,1,0,2.04994791666667,1
scaled,MP38,RNF113A,8,8.3517e-5,6.1181e-4,0.00763,83,7,-1.0724,0.96344,0.96289,0.999995,870,0,-1.0724,1,0,3.99740625,1
scaled,MP38,AKIRIN2,8,8.4848e-5,6.2115e-4,0.007656,84,7,-0.80764,0.99387,0.99387,0.999995,947,0,-0.80764,1,0,2.20228125,1
scaled,MP38,SOD1,8,9.2991e-5,6.7719e-4,0.007888,89,7,-1.1522,0.98563,0.98552,0.999995,924,0,-1.1522,1,0,3.84428125,1
scaled,MP38,RRM2,7,9.6662e-5,4.9972e-4,0.006791,90,5,-0.68733,0.76869,0.76742,0.999995,670,0,-0.68733,1,0,3.38246577380952,1
scaled,MP38,NXT1,8,1.8256e-4,0.0012003,0.011672,108,6,-0.76954,0.8271,0.8268,0.999995,720,0,-0.76954,1,0,2.49538541666667,1
scaled,MP38,CHORDC1,6,4.5689e-4,0.0024426,0.019764,134,5,-1.0231,0.87635,0.87799,0.999995,768,0,-1.0231,1,0,2.89054513888889,1
scaled,MP38,SFPQ,8,4.6545e-4,0.0030123,0.023138,136,6,-0.7193,0.99701,0.99687,0.999995,966,0,-0.7193,1,0,3.77313541666667,1
scaled,MP38,LSM4,8,5.8239e-4,0.0036662,0.026801,144,7,-1.0862,0.99679,0.99663,0.999995,962,0,-1.0862,1,0,3.57148958333333,1
scaled,MP41,NAE1,16,1.4187e-8,4.6703e-6,2.91e-4,4,15,-0.73409,0.74508,0.74406,0.999995,746,0,-0.73409,1,0,3.11619791666667,1
scaled,MP41,CCND1,8,3.9296e-8,4.6703e-6,2.91e-4,7,8,-1.805,1,1,0.999995,1058,0,-1.805,1,0,7.94928125,1
scaled,MP41,ALDOA,8,2.6924e-6,3.2692e-5,0.001386,24,7,-1.2589,0.70993,0.71007,0.999995,708,0,-1.2589,1,0,4.58384375,1
scaled,MP41,PRKDC,16,6.8452e-6,7.9395e-5,0.002338,27,14,-0.53044,0.99957,0.99958,0.999995,1030,0,-0.53044,1,0,1.07525,1
scaled,MP41,HMGCS1,7,8.7496e-6,5.1373e-5,0.001893,29,7,-0.96431,0.99999,1,0.999995,1047,0,-0.96431,1,0,5.57996279761905,1
scaled,MP41,ATP6V1B2,8,8.9526e-6,6.0714e-5,0.001893,30,8,-1.2825,0.99999,1,0.999995,1046,0,-1.2825,1,0,5.44307291666667,1
scaled,MP41,DYNLRB1,7,1.3774e-5,6.0714e-5,0.001893,35,7,-1.2224,0.99999,1,0.999995,1045,0,-1.2224,1,0,4.73098660714286,1
scaled,MP41,RRM2,7,1.5155e-5,6.0714e-5,0.001893,38,6,-1.0516,0.89253,0.8914,0.999995,874,0,-1.0516,1,0,4.63470089285714,1
scaled,MP41,CHORDC1,6,8.392e-5,4.1565e-4,0.009374,50,6,-1.0945,0.99789,0.99788,0.999995,1013,0,-1.0945,1,0,5.01020486111111,1
scaled,MP41,KIF4A,8,1.1853e-4,7.8928e-4,0.015493,51,7,-1.0539,0.99427,0.9942,0.999995,1002,0,-1.0539,1,0,4.51905208333333,1
scaled,MP41,INTS6,6,1.3354e-4,7.4257e-4,0.015137,54,6,-0.87032,0.99987,0.9999,0.999995,1039,0,-0.87032,1,0,3.05603819444444,1
scaled,MP41,VMP1,8,1.9706e-4,0.001247,0.020808,60,7,-1.1191,0.98162,0.98122,0.999995,973,0,-1.1191,1,0,4.59021875,1
scaled,MP41,SMARCA4,8,3.4501e-4,0.0023678,0.035351,71,6,-0.93846,0.93524,0.93452,0.999995,916,0,-0.93846,1,0,2.39005208333333,1
scaled,MP41,AHCYL1,8,3.954e-4,0.0026761,0.037822,74,8,-0.74937,0.9981,0.99806,0.999995,1016,0,-0.74937,1,0,1.91480208333333,1
