Gene	ModelName	Beta	FDR
YME1L1	MP38	-0.51563	0.071608
YME1L1	MP41	-0.34645	0.34273
YME1L1	MP46	-0.038561	0.94066
YME1L1	OMM1	0.0057806	0.97627
YME1L1	OMM23	-0.035116	0.98122
YME1L1	OMM25	-0.051891	0.96764
YOD1	921	0.062524	0.984
YOD1	Mel202	0.043853	0.92449
YOD1	Mel270	0.069757	0.8782
YOD1	Mel285	-0.083411	0.87082
YOD1	MP38	0.0061196	0.9886
YOD1	MP41	-0.032801	0.97081
YOD1	MP46	-0.012221	0.97756
YOD1	OMM1	-0.031901	0.98198
YOD1	OMM23	-0.012114	0.99559
YOD1	OMM25	-0.026371	0.98757
YPEL1	921	-0.46315	0.42391
YPEL1	Mel202	-0.22306	0.73609
YPEL1	Mel270	-0.29814	0.56227
YPEL1	Mel285	-0.20558	0.60035
YPEL1	MP38	-0.20497	0.62433
YPEL1	MP41	-0.27269	0.49617
YPEL1	MP46	-0.16035	0.59853
YPEL1	OMM1	-0.17161	0.81094
YPEL1	OMM23	-0.093051	0.91489
YPEL1	OMM25	-0.272	0.63529
YPEL2	921	0.21048	0.82569
YPEL2	Mel202	0.13102	0.70226
YPEL2	Mel270	0.0072922	0.9687
YPEL2	Mel285	0.28408	0.37726
YPEL2	MP38	0.16081	0.45627
YPEL2	MP41	0.25663	0.1086
YPEL2	MP46	0.073019	0.87667
YPEL2	OMM1	0.014348	0.96826
YPEL2	OMM23	0.13226	0.63726
YPEL2	OMM25	0.12326	0.71526
YPEL3	921	-0.20204	0.69244000000000006
YPEL3	Mel202	-0.21387	0.6916
YPEL3	Mel270	-0.24133	0.5636
YPEL3	Mel285	-0.17612	0.5305
YPEL3	MP38	-0.23013	0.40384
YPEL3	MP41	-0.13631	0.72224
YPEL3	MP46	-0.11407	0.64907
YPEL3	OMM1	-0.31661	0.4022
YPEL3	OMM23	-0.11399	0.86289
YPEL3	OMM25	-0.40405	0.22488
YPEL4	921	0.15734	0.89233
YPEL4	Mel202	0.068559	0.85999
YPEL4	Mel270	-0.058786	0.94638
YPEL4	Mel285	-0.022126	0.94459
YPEL4	MP38	0.075074	0.83572
YPEL4	MP41	-0.017918	0.99406
YPEL4	MP46	-0.006327	0.98365
YPEL4	OMM1	-0.028437	0.99008
YPEL4	OMM23	-0.0010306	0.98981
YPEL4	OMM25	0.058553	0.88839
YPEL5	921	-0.74931	0.13395
YPEL5	Mel202	-1.2649	0.008881
YPEL5	Mel270	-0.97155	0.0162
YPEL5	Mel285	-0.51197	0.081333
YPEL5	MP38	-0.78037	0.0082418
YPEL5	MP41	-0.70995	0.02993
YPEL5	MP46	-0.26898	0.19164
YPEL5	OMM1	-0.5486	0.19253
YPEL5	OMM23	-0.40912	0.38502
YPEL5	OMM25	-0.71352	0.092248
YRDC	921	-1.6097	0
YRDC	Mel202	-2.3018	0
YRDC	Mel270	-2.4629	0
YRDC	Mel285	-1.014	0
YRDC	MP38	-0.83477	0.003268
YRDC	MP41	-1.2617	0
YRDC	MP46	-0.655	0
YRDC	OMM1	-2.7479	0
YRDC	OMM23	-2.4756	0
YRDC	OMM25	-2.4477	0
YTHDC1	921	-0.43358	0.45913
YTHDC1	Mel202	-0.82072	0.059598
YTHDC1	Mel270	-0.69639	0.087134
YTHDC1	Mel285	-0.4228	0.17772
YTHDC1	MP38	-0.61421	0.033557
YTHDC1	MP41	-0.29258	0.45318
YTHDC1	MP46	-0.24449	0.28686
YTHDC1	OMM1	-0.52709	0.21315
YTHDC1	OMM23	-0.55108	0.20449
YTHDC1	OMM25	-0.43161	0.36484
YTHDC2	921	-2.8633e-4	0.97724
YTHDC2	Mel202	-0.23397	0.7223
YTHDC2	Mel270	-0.077751	0.91662
YTHDC2	Mel285	-0.28327	0.41984
YTHDC2	MP38	-0.11587	0.82848
YTHDC2	MP41	-0.10979	0.84003
YTHDC2	MP46	-0.17215	0.55706
YTHDC2	OMM1	-0.10663	0.90395
YTHDC2	OMM23	-0.048059	0.97266
YTHDC2	OMM25	-0.14515	0.83855
YTHDF1	921	0.44439	0.37196
YTHDF1	Mel202	0.056206	0.88753
YTHDF1	Mel270	0.12397	0.71103
YTHDF1	Mel285	-0.072236	0.87309
YTHDF1	MP38	0.026302	0.94809
YTHDF1	MP41	0.22688	0.20118
YTHDF1	MP46	0.043781	0.94207
YTHDF1	OMM1	0.040664	0.93071
YTHDF1	OMM23	0.18816	0.37048
YTHDF1	OMM25	0.10911	0.76614
YTHDF2	921	-0.30341	0.64212
YTHDF2	Mel202	-0.1709	0.81903
YTHDF2	Mel270	0.029668	0.92961
YTHDF2	Mel285	-0.054203	0.90587
YTHDF2	MP38	-0.034319	0.96652
YTHDF2	MP41	-0.025805	0.98343
YTHDF2	MP46	-0.038835	0.93849
YTHDF2	OMM1	-0.17343	0.80824
YTHDF2	OMM23	-0.11412	0.87865
YTHDF2	OMM25	-0.055493	0.96221
YWHAB	921	-0.070704	0.91599
YWHAB	Mel202	-0.04192	0.9876
YWHAB	Mel270	-0.017499	0.99905
YWHAB	Mel285	-0.11629	0.7872
YWHAB	MP38	0.044831	0.91812
YWHAB	MP41	-0.0047947	0.98616
YWHAB	MP46	-0.067868	0.88245
YWHAB	OMM1	-0.010603	0.99284
YWHAB	OMM23	0.046679	0.9239
YWHAB	OMM25	-0.032364	0.98457
YWHAE	921	-1.0989	0.05506
YWHAE	Mel202	-0.60317	0.27932
YWHAE	Mel270	-0.61704	0.20732
YWHAE	Mel285	-0.67925	0.042179
YWHAE	MP38	-0.21328	0.65628
YWHAE	MP41	-0.37735	0.37364000000000003
YWHAE	MP46	-0.20475	0.52115
YWHAE	OMM1	-0.50991	0.33506
YWHAE	OMM23	-0.1523	0.83341
YWHAE	OMM25	-0.41838	0.45644
YWHAG	921	-0.15308	0.83732
YWHAG	Mel202	-0.4456	0.40192
YWHAG	Mel270	-0.48656	0.2709
YWHAG	Mel285	-0.17533	0.6687
YWHAG	MP38	-0.015565	0.99104
YWHAG	MP41	-0.049083	0.94803
YWHAG	MP46	-0.062330000000000003	0.89264
YWHAG	OMM1	-0.29685	0.59547
YWHAG	OMM23	-0.23441	0.68585
YWHAG	OMM25	-0.27648	0.62571
YWHAH	921	0.4159	0.43379
YWHAH	Mel202	0.26494	0.24482
YWHAH	Mel270	0.14989	0.61805
YWHAH	Mel285	0.17902	0.71182
YWHAH	MP38	0.23992	0.11203
YWHAH	MP41	0.20869	0.27627
YWHAH	MP46	0.15177	0.54886
YWHAH	OMM1	0.22346	0.24803
YWHAH	OMM23	0.20227	0.30332
YWHAH	OMM25	0.20234	0.40479
YWHAQ	921	-0.072483	0.91481
YWHAQ	Mel202	0.0064368	0.96694
YWHAQ	Mel270	-0.023315	0.99046
YWHAQ	Mel285	-0.06248	0.89173
YWHAQ	MP38	-0.10502	0.84632
YWHAQ	MP41	0.063416	0.84832
YWHAQ	MP46	-0.1562	0.61406
YWHAQ	OMM1	-0.10957	0.9008
YWHAQ	OMM23	0.038512	0.93892
YWHAQ	OMM25	-0.038596	0.97848
YWHAZ	921	-0.59808	0.45746
YWHAZ	Mel202	-1.2045	0.057007
YWHAZ	Mel270	-0.22223	0.76336
YWHAZ	Mel285	-0.63683	0.1338
YWHAZ	MP38	-0.72714	0.081081
YWHAZ	MP41	-0.40019	0.43757
YWHAZ	MP46	-0.40661	0.13415
YWHAZ	OMM1	-0.36385	0.6098
YWHAZ	OMM23	-0.32635	0.64029
YWHAZ	OMM25	-0.41673	0.53964
YY1	921	-0.38346	0.53458
YY1	Mel202	-1.0017	0.026682
YY1	Mel270	-0.83992	0.036173
YY1	Mel285	-0.56213	0.04894
YY1	MP38	-0.5052	0.076456
YY1	MP41	-0.11002	0.83942
YY1	MP46	0.013843	0.98365
YY1	OMM1	-0.75928	0.054745
YY1	OMM23	-0.70893	0.092415
YY1	OMM25	-0.48761	0.2851
YY1AP1	921	-0.21403	0.76419
YY1AP1	Mel202	-0.1725	0.81639
YY1AP1	Mel270	-0.15257	0.81827
YY1AP1	Mel285	0.052855	0.96818
YY1AP1	MP38	-0.050887	0.93681
YY1AP1	MP41	0.07772	0.8033
YY1AP1	MP46	0.10583	0.76469
YY1AP1	OMM1	-0.039266	0.9798
YY1AP1	OMM23	-0.03018	0.98361
YY1AP1	OMM25	-0.022903	0.99511
YY2	921	0.60101	0.11765
YY2	Mel202	0.28889	0.17077
YY2	Mel270	0.23056	0.32575
YY2	Mel285	0.41937	0.073699
YY2	MP38	0.29089	0.025316
YY2	MP41	0.27555	0.080366
YY2	MP46	0.20273	0.24415
YY2	OMM1	0.27532	0.11013
YY2	OMM23	0.18903	0.36712
YY2	OMM25	0.3625	0.023981
ZACN	921	0.1161	0.9365
ZACN	Mel202	-0.41224	0.45167
ZACN	Mel270	-0.13443	0.84377
ZACN	Mel285	0.018904	0.99553
ZACN	MP38	-0.078752	0.89984
ZACN	MP41	-0.14247	0.76074
ZACN	MP46	-0.11977	0.73805
ZACN	OMM1	-0.13158	0.87081
ZACN	OMM23	0.037374	0.94295
ZACN	OMM25	-0.10073	0.90683
PTGR3	921	0.17578	0.8729
PTGR3	Mel202	0.18567	0.51647
PTGR3	Mel270	0.17793	0.52131
PTGR3	Mel285	-0.019137	0.94976
PTGR3	MP38	0.15585	0.48491
PTGR3	MP41	0.086849	0.76825
PTGR3	MP46	0.019059	0.97756
PTGR3	OMM1	0.22319	0.24902
PTGR3	OMM23	0.1767	0.42353
PTGR3	OMM25	0.18242	0.4877
ZAK	921	0.28228	0.70705
ZAK	Mel202	0.15356	0.63768
ZAK	Mel270	0.039653	0.91109
ZAK	Mel285	0.14539	0.79031
ZAK	MP38	-0.002775	0.99406
ZAK	MP41	0.080244	0.79401
ZAK	MP46	-0.088604	0.83483
ZAK	OMM1	0.042638	0.9272
ZAK	OMM23	-0.051141	0.96905
ZAK	OMM25	0.27509	0.15513
ZAP70	921	0.50057	0.25826
ZAP70	Mel202	0.18715	0.51212
ZAP70	Mel270	-0.043666	0.96773
ZAP70	Mel285	0.085204	0.92006
ZAP70	MP38	-0.048677	0.94069
ZAP70	MP41	0.066024	0.84054
ZAP70	MP46	0.02493	0.96957
ZAP70	OMM1	0.071234	0.86731
ZAP70	OMM23	-0.046698	0.97398
ZAP70	OMM25	0.028348	0.94716
ZAR1	921	0.62325	0.083233
ZAR1	Mel202	0.12649	0.71476
ZAR1	Mel270	-0.038072	0.97452
ZAR1	Mel285	0.10226	0.89434
ZAR1	MP38	-0.012364	0.99311
ZAR1	MP41	0.010377	0.96117
ZAR1	MP46	-0.081782	0.84769
ZAR1	OMM1	0.090096	0.81402
ZAR1	OMM23	-0.021464	0.99176
ZAR1	OMM25	0.02016	0.95823
ZAR1L	921	-0.041187	0.94626999999999994
ZAR1L	Mel202	0.044877	0.9047
ZAR1L	Mel270	0.090511	0.81299
ZAR1L	Mel285	0.26852	0.4235
ZAR1L	MP38	0.023474	0.95347
ZAR1L	MP41	0.026173	0.937
ZAR1L	MP46	0.023518	0.97121
ZAR1L	OMM1	0.11231	0.7386
ZAR1L	OMM23	0.12906	0.65082
ZAR1L	OMM25	0.22622	0.30715
ZBBX	921	-0.034369	0.95247
ZBBX	Mel202	0.26434	0.24762
ZBBX	Mel270	0.28574	0.14314
ZBBX	Mel285	0.28168	0.38707
ZBBX	MP38	0.24328	0.098166
ZBBX	MP41	0.17959	0.40373
ZBBX	MP46	0.10137	0.78554
ZBBX	OMM1	0.09623	0.79897
ZBBX	OMM23	0.15628	0.51891
ZBBX	OMM25	0.28709	0.12278
ZBED1	921	0.387	0.48973
ZBED1	Mel202	0.095022	0.79856
ZBED1	Mel270	0.1748	0.53219
ZBED1	Mel285	0.12377	0.84551
ZBED1	MP38	0.038988	0.92663
ZBED1	MP41	0.15885	0.49268
ZBED1	MP46	-0.023295	0.96226
ZBED1	OMM1	0.24123	0.18993
ZBED1	OMM23	0.11781	0.70041
ZBED1	OMM25	0.31467	0.065801
ZBED2	921	0.20829	0.83076
ZBED2	Mel202	0.10725	0.76224
ZBED2	Mel270	-0.041503	0.96907
ZBED2	Mel285	0.097342	0.90177
ZBED2	MP38	0.071969	0.84612
ZBED2	MP41	0.075462	0.81078
ZBED2	MP46	0.068526	0.88489
ZBED2	OMM1	0.054908	0.90323
ZBED2	OMM23	0.040715	0.93425
ZBED2	OMM25	0.041467	0.92577
ZBED3	921	0.26703	0.73494
ZBED3	Mel202	0.11959	0.73195
ZBED3	Mel270	0.024733	0.94034
ZBED3	Mel285	0.17328	0.72562
ZBED3	MP38	0.12711	0.64085
ZBED3	MP41	0.13517	0.58247
ZBED3	MP46	0.071003	0.87778
ZBED3	OMM1	0.045206	0.92278
ZBED3	OMM23	0.16634	0.47161
ZBED3	OMM25	0.0575	0.89033
ZBED4	921	-0.063126	0.92315
ZBED4	Mel202	-0.15547	0.83707
ZBED4	Mel270	-0.026249	0.98973
ZBED4	Mel285	0.1102	0.87595
ZBED4	MP38	-0.10688	0.84359
ZBED4	MP41	-0.077347	0.90178
ZBED4	MP46	-0.13725	0.68155
ZBED4	OMM1	-0.14392	0.85113
ZBED4	OMM23	-0.013123	0.99872
ZBED4	OMM25	-0.22583	0.71183
ZBED6	921	0.13332	0.91684
ZBED6	Mel202	0.22046	0.39383
ZBED6	Mel270	0.097995	0.79287
ZBED6	Mel285	0.10634	0.88352
ZBED6	MP38	0.13102	0.62051
ZBED6	MP41	0.18375	0.38413
ZBED6	MP46	-0.014522	0.9721
ZBED6	OMM1	0.11565	0.72167
ZBED6	OMM23	0.12399	0.67639
ZBED6	OMM25	0.09252	0.81255
ZBED10P	921	0.27078	0.72933
ZBED10P	Mel202	0.097385	0.79127
ZBED10P	Mel270	0.039288	0.9114
ZBED10P	Mel285	0.24491	0.50291
ZBED10P	MP38	0.070677	0.8473
ZBED10P	MP41	0.16011	0.48562
ZBED10P	MP46	0.16821	0.46392
ZBED10P	OMM1	0.13578	0.64454
ZBED10P	OMM23	0.1322	0.63771
ZBED10P	OMM25	0.16302	0.5604
ZBP1	921	0.075008	0.9722
ZBP1	Mel202	0.14906	0.65206
ZBP1	Mel270	0.14034	0.65746
ZBP1	Mel285	0.066226	0.94516
ZBP1	MP38	0.087085	0.80102
ZBP1	MP41	0.074021	0.81663
ZBP1	MP46	-0.044537	0.93028
ZBP1	OMM1	0.12662	0.6809
ZBP1	OMM23	0.1031	0.76541
ZBP1	OMM25	0.16009	0.57557
ZBTB1	921	0.052948	0.99043
ZBTB1	Mel202	0.045603	0.9037
ZBTB1	Mel270	0.27046	0.18108
ZBTB1	Mel285	-0.011589	0.9631
ZBTB1	MP38	0.14394	0.5538
ZBTB1	MP41	0.24867	0.13339
ZBTB1	MP46	0.082563	0.84597
ZBTB1	OMM1	0.23791	0.20082
ZBTB1	OMM23	0.042784	0.92963
ZBTB1	OMM25	0.06384	0.8807
ZBTB10	921	-0.35284	0.57666
ZBTB10	Mel202	-0.38398	0.49364
ZBTB10	Mel270	-0.062273	0.9397
ZBTB10	Mel285	-0.025478	0.94123
ZBTB10	MP38	-0.52208	0.066838
ZBTB10	MP41	-0.36493	0.31509
ZBTB10	MP46	-0.26191	0.21635
ZBTB10	OMM1	-0.12876	0.87663
ZBTB10	OMM23	-0.077509	0.93175
ZBTB10	OMM25	-0.27703	0.62388
ZBTB11	921	-0.47494	0.40676
ZBTB11	Mel202	-0.96914	0.03125
ZBTB11	Mel270	-0.50886	0.23749
ZBTB11	Mel285	-0.42456	0.17466
ZBTB11	MP38	-0.67249	0.020704
ZBTB11	MP41	-0.60291	0.06401
ZBTB11	MP46	-0.37969	0.032258
ZBTB11	OMM1	-0.73884	0.064292
ZBTB11	OMM23	-0.885	0.023226
ZBTB11	OMM25	-0.68377	0.11071
ZBTB12	921	-0.081305	0.9059
ZBTB12	Mel202	-0.36971	0.51551
ZBTB12	Mel270	-0.32885	0.51815
ZBTB12	Mel285	-0.11282	0.79423
ZBTB12	MP38	-2.3402e-4	0.99165
ZBTB12	MP41	-0.176	0.69017
ZBTB12	MP46	0.051846	0.92227
ZBTB12	OMM1	-0.13834	0.85967
ZBTB12	OMM23	-0.063846	0.95594
ZBTB12	OMM25	-0.29341	0.59358
ZBTB14	921	-0.071523	0.91545
ZBTB14	Mel202	2.7863e-5	0.97569
ZBTB14	Mel270	-0.016499	0.99905
ZBTB14	Mel285	0.36566	0.15436
ZBTB14	MP38	-0.032177	0.96803
ZBTB14	MP41	0.13125	0.5955
ZBTB14	MP46	0.17954	0.39147
ZBTB14	OMM1	0.04199	0.9272
ZBTB14	OMM23	-0.092116	0.91638
ZBTB14	OMM25	0.017306	0.96146
ZBTB16	921	0.30207	0.67021
ZBTB16	Mel202	0.12734	0.71293
ZBTB16	Mel270	0.10262	0.7792
ZBTB16	Mel285	-0.0022222	0.97364
ZBTB16	MP38	0.10022	0.75532
ZBTB16	MP41	-0.049204	0.94803
ZBTB16	MP46	0.029701	0.96226
ZBTB16	OMM1	0.12107	0.70312
ZBTB16	OMM23	0.053165	0.90998
ZBTB16	OMM25	0.17151	0.52733
ZBTB17	921	-0.27781	0.67944
ZBTB17	Mel202	-0.63038	0.17188
ZBTB17	Mel270	0.003035	0.97452
ZBTB17	Mel285	-0.040838	0.92274
ZBTB17	MP38	-0.45095	0.13889
ZBTB17	MP41	-0.19078	0.65754
ZBTB17	MP46	-0.17467	0.54422
ZBTB17	OMM1	-0.41516	0.38265
ZBTB17	OMM23	-0.34115	0.49659
ZBTB17	OMM25	-0.43736	0.35749
ZBTB18	921	-0.30671	0.63884
ZBTB18	Mel202	-0.12482	0.88524
ZBTB18	Mel270	-0.055989	0.95017
ZBTB18	Mel285	0.067022	0.94375
ZBTB18	MP38	0.05745	0.8873
ZBTB18	MP41	-0.094214	0.86897
ZBTB18	MP46	0.0072591	0.99445
ZBTB18	OMM1	0.027964	0.9496
ZBTB18	OMM23	-0.045175	0.97463
ZBTB18	OMM25	-0.0072578	0.98844
ZBTB2	921	-0.08331	0.90391
ZBTB2	Mel202	-0.32694	0.58332
ZBTB2	Mel270	-0.090483	0.89886
ZBTB2	Mel285	-0.15673	0.71182
ZBTB2	MP38	-0.037067	0.9597
ZBTB2	MP41	-0.10685	0.8448
ZBTB2	MP46	-0.085811	0.84165
ZBTB2	OMM1	-0.31455	0.56033
ZBTB2	OMM23	-0.24335	0.66707
ZBTB2	OMM25	-0.61056	0.1614
ZBTB20	921	0.7333	0.022727
ZBTB20	Mel202	0.19363	0.48754
ZBTB20	Mel270	-0.052356	0.95597
ZBTB20	Mel285	0.21877	0.59091
ZBTB20	MP38	0.035274	0.93203
ZBTB20	MP41	0.026861	0.93491
ZBTB20	MP46	0.031174	0.96226
ZBTB20	OMM1	0.16174	0.52977
ZBTB20	OMM23	0.034335	0.95082
ZBTB20	OMM25	0.12408	0.71403
ZBTB21	921	0.54058	0.19872
ZBTB21	Mel202	0.23972	0.32995
ZBTB21	Mel270	0.28716	0.14086
ZBTB21	Mel285	0.10751	0.88159
ZBTB21	MP38	0.063456	0.87307
ZBTB21	MP41	0.27619	0.079055
ZBTB21	MP46	0.057578	0.90916
ZBTB21	OMM1	0.25726	0.14935
ZBTB21	OMM23	0.28375	0.063745
ZBTB21	OMM25	0.12308	0.71526
ZBTB22	921	0.01336	0.98764
ZBTB22	Mel202	-0.10806	0.90599
ZBTB22	Mel270	-0.021982	0.99146
ZBTB22	Mel285	0.21529	0.60395
ZBTB22	MP38	0.022175	0.95655
ZBTB22	MP41	-0.036314	0.96681
ZBTB22	MP46	0.014585	0.98279
ZBTB22	OMM1	0.070376	0.86999
ZBTB22	OMM23	0.023459	0.96814
ZBTB22	OMM25	-0.022679	0.99517
ZBTB24	921	0.19952	0.8402
ZBTB24	Mel202	0.093041	0.80321
ZBTB24	Mel270	-0.085187	0.90723
ZBTB24	Mel285	0.18337	0.6989
ZBTB24	MP38	-0.036961	0.96008
ZBTB24	MP41	-0.011179	0.99566
ZBTB24	MP46	0.057032	0.91116
ZBTB24	OMM1	0.04123	0.92959
ZBTB24	OMM23	-0.085015	0.92447
ZBTB24	OMM25	0.08334	0.83578
ZBTB25	921	0.21122	0.82466
ZBTB25	Mel202	0.18047	0.5306
ZBTB25	Mel270	0.058451	0.87799
ZBTB25	Mel285	0.044703	0.97668
ZBTB25	MP38	0.065223	0.86548
ZBTB25	MP41	0.15717	0.50125
ZBTB25	MP46	0.09522	0.80636
ZBTB25	OMM1	0.12717	0.67974
ZBTB25	OMM23	0.042383	0.93101
ZBTB25	OMM25	0.11876	0.72945
ZBTB26	921	0.099705	0.95346
ZBTB26	Mel202	0.18618	0.51424
ZBTB26	Mel270	0.28255	0.15099
ZBTB26	Mel285	0.011496	0.98876
ZBTB26	MP38	0.17062	0.41577
ZBTB26	MP41	0.048829	0.88667
ZBTB26	MP46	-0.06349	0.88977
ZBTB26	OMM1	0.14933	0.59222
ZBTB26	OMM23	0.031259	0.95787
ZBTB26	OMM25	0.063318	0.88144
ZBTB3	921	-0.13147	0.85931
ZBTB3	Mel202	0.14174	0.6738
ZBTB3	Mel270	-0.012862	0.99289
ZBTB3	Mel285	-0.0083568	0.96839
ZBTB3	MP38	0.05098	0.90715
ZBTB3	MP41	0.046863	0.8905
ZBTB3	MP46	0.095343	0.80523
ZBTB3	OMM1	-0.017605	0.99994
ZBTB3	OMM23	-0.23835	0.67661
ZBTB3	OMM25	0.082435	0.83595
ZBTB32	921	0.036303	0.99944
ZBTB32	Mel202	0.094179	0.80056
ZBTB32	Mel270	-0.056149	0.94967
ZBTB32	Mel285	0.03852	0.98597
ZBTB32	MP38	0.072915	0.84305
ZBTB32	MP41	-0.21813	0.59319
ZBTB32	MP46	0.060459	0.90295
ZBTB32	OMM1	-0.067302	0.95281
ZBTB32	OMM23	-0.19495	0.75653
ZBTB32	OMM25	-0.0598	0.95795
ZBTB33	921	0.31654	0.64027
ZBTB33	Mel202	0.22402	0.37961
ZBTB33	Mel270	0.039861	0.91031
ZBTB33	Mel285	-0.17477	0.6706
ZBTB33	MP38	-0.03132	0.96813
ZBTB33	MP41	0.037157	0.91328
ZBTB33	MP46	-0.066589	0.88356
ZBTB33	OMM1	0.05329	0.90541
ZBTB33	OMM23	0.052082	0.91432
ZBTB33	OMM25	0.12971	0.69389
ZBTB34	921	-0.085175	0.90221
ZBTB34	Mel202	0.024449	0.93983
ZBTB34	Mel270	0.19977	0.44244
ZBTB34	Mel285	-0.050356	0.91083
ZBTB34	MP38	0.010575	0.97788
ZBTB34	MP41	-0.030554	0.9755
ZBTB34	MP46	0.032161	0.96007
ZBTB34	OMM1	-0.12186	0.88611
ZBTB34	OMM23	-0.1437	0.83419
ZBTB34	OMM25	-0.12691	0.86766
ZBTB37	921	-0.38842	0.52503
ZBTB37	Mel202	-0.20964	0.75727
ZBTB37	Mel270	0.0021865	0.97642
ZBTB37	Mel285	-0.017903	0.95153
ZBTB37	MP38	-0.011114	0.99488
ZBTB37	MP41	-0.042566	0.95813
ZBTB37	MP46	-0.036144	0.94557
ZBTB37	OMM1	-0.062535	0.9592
ZBTB37	OMM23	-0.045867	0.97429
ZBTB37	OMM25	-0.114	0.88677
ZBTB38	921	0.32488	0.62374
ZBTB38	Mel202	0.15235	0.64214
ZBTB38	Mel270	0.10331	0.77537
ZBTB38	Mel285	0.095631	0.90505
ZBTB38	MP38	0.076571	0.83327
ZBTB38	MP41	0.0368	0.91408
ZBTB38	MP46	0.094603	0.80792
ZBTB38	OMM1	0.014523	0.96811
ZBTB38	OMM23	0.0044054	0.98493
ZBTB38	OMM25	-0.03435	0.98261
ZBTB39	921	-0.034496	0.95247
ZBTB39	Mel202	-0.10358	0.91158
ZBTB39	Mel270	-0.30724	0.54955
ZBTB39	Mel285	-0.35903	0.28174
ZBTB39	MP38	-0.10773	0.84178
ZBTB39	MP41	-0.17221	0.69996
ZBTB39	MP46	-0.017262	0.96968
ZBTB39	OMM1	-0.16645	0.82154
ZBTB39	OMM23	0.024307	0.96666
ZBTB39	OMM25	-0.18151	0.78703
ZBTB4	921	0.46691	0.32369
ZBTB4	Mel202	0.12307	0.72315
ZBTB4	Mel270	0.10107	0.78359
ZBTB4	Mel285	0.21908	0.58974
ZBTB4	MP38	0.057795	0.88705
ZBTB4	MP41	0.04471	0.89681
ZBTB4	MP46	-0.0025949	0.99001
ZBTB4	OMM1	0.14687	0.60054
ZBTB4	OMM23	0.020843	0.9715
ZBTB4	OMM25	0.13508	0.67335
ZBTB40	921	-0.030379	0.95346
ZBTB40	Mel202	-0.017982	0.99461
ZBTB40	Mel270	0.071448	0.85178
ZBTB40	Mel285	0.19704	0.65821
ZBTB40	MP38	0.0063125	0.98528
ZBTB40	MP41	-0.12691	0.79964
ZBTB40	MP46	-0.040439	0.93714
ZBTB40	OMM1	-0.041186	0.97733
ZBTB40	OMM23	-0.091268	0.91769
ZBTB40	OMM25	0.04107	0.92702
ZBTB41	921	-0.2215	0.75253
ZBTB41	Mel202	-0.017721	0.99403
ZBTB41	Mel270	0.13097	0.69337
ZBTB41	Mel285	0.0065079	0.98516
ZBTB41	MP38	2.1413e-4	0.99149
ZBTB41	MP41	0.056633	0.86471
ZBTB41	MP46	-0.07121	0.87657
ZBTB41	OMM1	0.036297	0.93546
ZBTB41	OMM23	-0.0022048	0.99141
ZBTB41	OMM25	-0.080725	0.93431
ZBTB42	921	-0.16338	0.82569
ZBTB42	Mel202	-0.1686	0.82243
ZBTB42	Mel270	-0.096352	0.8909
ZBTB42	Mel285	-0.0081786	0.96849
ZBTB42	MP38	-0.06036	0.92454
ZBTB42	MP41	-0.15823	0.7259
ZBTB42	MP46	-0.083955	0.84475
ZBTB42	OMM1	-0.037082	0.98027
ZBTB42	OMM23	-0.0094167	0.99573
ZBTB42	OMM25	-0.034062	0.98305
ZBTB43	921	0.24627	0.77108
ZBTB43	Mel202	0.061207	0.87768
ZBTB43	Mel270	0.052998	0.88695
ZBTB43	Mel285	0.13672	0.81023
ZBTB43	MP38	0.073237	0.84178
ZBTB43	MP41	0.087477	0.76559
ZBTB43	MP46	0.081667	0.84805
ZBTB43	OMM1	0.099103	0.78791
ZBTB43	OMM23	-0.046969	0.97398
ZBTB43	OMM25	-0.018408	0.999
ZBTB44	921	0.010335	0.98456
ZBTB44	Mel202	0.054551	0.89078
ZBTB44	Mel270	-0.064309	0.93624
ZBTB44	Mel285	-0.028829	0.93479
ZBTB44	MP38	-0.089385	0.87937
ZBTB44	MP41	-0.17832	0.68443
ZBTB44	MP46	-0.077239	0.85758
ZBTB44	OMM1	-0.011402	0.99341
ZBTB44	OMM23	-0.037012	0.97923
ZBTB44	OMM25	0.057935	0.88936
ZBTB45	921	0.2801	0.71093
ZBTB45	Mel202	0.051286	0.89601
ZBTB45	Mel270	0.042838	0.90656
ZBTB45	Mel285	0.05901	0.95914
ZBTB45	MP38	0.098799	0.75805
ZBTB45	MP41	0.098395	0.72428
ZBTB45	MP46	0.07028	0.88195
ZBTB45	OMM1	0.026838	0.9519
ZBTB45	OMM23	0.087837	0.81252
ZBTB45	OMM25	0.035859	0.93482
ZBTB46	921	0.37334	0.52634
ZBTB46	Mel202	0.13208	0.70004
ZBTB46	Mel270	0.16663	0.56245
ZBTB46	Mel285	0.076451	0.93
ZBTB46	MP38	0.1141	0.69606
ZBTB46	MP41	0.15104	0.52258
ZBTB46	MP46	-0.013235	0.97404
ZBTB46	OMM1	0.092702	0.80712
ZBTB46	OMM23	0.22624	0.20762
ZBTB46	OMM25	0.11573	0.73876
ZBTB47	921	0.28188	0.70707
ZBTB47	Mel202	0.10087	0.77883
ZBTB47	Mel270	0.20099	0.43724
ZBTB47	Mel285	0.13279	0.81997
ZBTB47	MP38	0.032538	0.93672
ZBTB47	MP41	-0.017865	0.99412
ZBTB47	MP46	0.0073278	0.99432
