Gene stable ID	Gene stable ID version	Gene name	HGNC symbol	HGNC ID
ENSG00000159079	ENSG00000159079.19	CFAP298	CFAP298	HGNC:1301
ENSG00000136146	ENSG00000136146.15	MED4	MED4	HGNC:17903
ENSG00000125851	ENSG00000125851.10	PCSK2	PCSK2	HGNC:8744
ENSG00000102683	ENSG00000102683.8	SGCG	SGCG	HGNC:10809
ENSG00000283068	ENSG00000283068.2	IBTK	IBTK	HGNC:17853
ENSG00000139746	ENSG00000139746.16	RBM26	RBM26	HGNC:20327
ENSG00000088876	ENSG00000088876.13	ZNF343	ZNF343	HGNC:16017
ENSG00000285465	ENSG00000285465.2	TM9SF1	TM9SF1	HGNC:11864
ENSG00000102780	ENSG00000102780.17	DGKH	DGKH	HGNC:2854
ENSG00000101230	ENSG00000101230.6	ISM1	ISM1	HGNC:16213
ENSG00000170367	ENSG00000170367.5	CST5	CST5	HGNC:2477
ENSG00000134490	ENSG00000134490.14	TMEM241	TMEM241	HGNC:31723
ENSG00000101463	ENSG00000101463.6	SYNDIG1	SYNDIG1	HGNC:15885
ENSG00000242220	ENSG00000242220.9	TCP10L	TCP10L	HGNC:11657
ENSG00000088930	ENSG00000088930.8	XRN2	XRN2	HGNC:12836
ENSG00000285140	ENSG00000285140.2	TSSK4	TSSK4	HGNC:19825
ENSG00000154640	ENSG00000154640.15	BTG3	BTG3	HGNC:1132
ENSG00000285302	ENSG00000285302.5	CHMP4A	CHMP4A	HGNC:20274
ENSG00000125870	ENSG00000125870.11	SNRPB2	SNRPB2	HGNC:11155
ENSG00000184900	ENSG00000184900.16	SUMO3	SUMO3	HGNC:11124
ENSG00000285200	ENSG00000285200.2	MDP1	MDP1	HGNC:28781
ENSG00000077984	ENSG00000077984.6	CST7	CST7	HGNC:2479
ENSG00000154719	ENSG00000154719.14	MRPL39	MRPL39	HGNC:14027
ENSG00000101474	ENSG00000101474.12	APMAP	APMAP	HGNC:13238
ENSG00000134759	ENSG00000134759.14	ELP2	ELP2	HGNC:18248
ENSG00000136143	ENSG00000136143.16	SUCLA2	SUCLA2	HGNC:11448
ENSG00000125864	ENSG00000125864.14	BFSP1	BFSP1	HGNC:1040
ENSG00000285246	ENSG00000285246.2	NEDD8	NEDD8	HGNC:7732
ENSG00000155307	ENSG00000155307.19	SAMSN1	SAMSN1	HGNC:10528
ENSG00000283085	ENSG00000283085.3	TPBG	TPBG	HGNC:12004
ENSG00000284752	ENSG00000284752.3	GMPR2	GMPR2	HGNC:4377
ENSG00000149435	ENSG00000149435.12	GGTLC1	GGTLC1	HGNC:16437
ENSG00000170369	ENSG00000170369.4	CST2	CST2	HGNC:2474
ENSG00000125868	ENSG00000125868.16	DSTN	DSTN	HGNC:15750
ENSG00000159263	ENSG00000159263.16	SIM2	SIM2	HGNC:10883
ENSG00000169508	ENSG00000169508.7	GPR183	GPR183	HGNC:3128
ENSG00000125834	ENSG00000125834.13	STK35	STK35	HGNC:16254
ENSG00000139826	ENSG00000139826.6	ABHD13	ABHD13	HGNC:20293
ENSG00000139684	ENSG00000139684.15	ESD	ESD	HGNC:3465
ENSG00000215397	ENSG00000215397.4	SCRT2	SCRT2	HGNC:15952
ENSG00000198646	ENSG00000198646.14	NCOA6	NCOA6	HGNC:15936
ENSG00000183145	ENSG00000183145.9	RIPPLY3	RIPPLY3	HGNC:3047
ENSG00000160208	ENSG00000160208.13	RRP1B	RRP1B	HGNC:23818
ENSG00000102468	ENSG00000102468.11	HTR2A	HTR2A	HGNC:5293
ENSG00000083544	ENSG00000083544.16	TDRD3	TDRD3	HGNC:20612
ENSG00000160209	ENSG00000160209.19	PDXK	PDXK	HGNC:8819
ENSG00000133104	ENSG00000133104.14	SPART	SPART	HGNC:18514
ENSG00000285383	ENSG00000285383.2	LRTM2	LRTM2	HGNC:32443
ENSG00000088782	ENSG00000088782.5	DEFB127	DEFB127	HGNC:16206
ENSG00000172296	ENSG00000172296.13	SPTLC3	SPTLC3	HGNC:16253
ENSG00000291520	ENSG00000291520.1	NXNL2	NXNL2	HGNC:30482
ENSG00000284850	ENSG00000284850.2	DCP1B	DCP1B	HGNC:24451
ENSG00000215547	ENSG00000215547.1	DEFB115	DEFB115	HGNC:18096
ENSG00000150637	ENSG00000150637.9	CD226	CD226	HGNC:16961
ENSG00000089057	ENSG00000089057.15	SLC23A2	SLC23A2	HGNC:10973
ENSG00000102572	ENSG00000102572.15	STK24	STK24	HGNC:11403
ENSG00000197563	ENSG00000197563.11	PIGN	PIGN	HGNC:8967
ENSG00000101435	ENSG00000101435.5	CST9L	CST9L	HGNC:16233
ENSG00000285479	ENSG00000285479.3	CACNA1C	CACNA1C	HGNC:1390
ENSG00000136161	ENSG00000136161.13	RCBTB2	RCBTB2	HGNC:1914
ENSG00000089123	ENSG00000089123.16	TASP1	TASP1	HGNC:15859
ENSG00000180205	ENSG00000180205.4	WFDC9	WFDC9	HGNC:20380
ENSG00000160214	ENSG00000160214.13	RRP1	RRP1	HGNC:18785
ENSG00000149639	ENSG00000149639.15	MTCL2	MTCL2	HGNC:16111
ENSG00000180305	ENSG00000180305.5	WFDC10A	WFDC10A	HGNC:16139
ENSG00000101445	ENSG00000101445.10	PPP1R16B	PPP1R16B	HGNC:15850
ENSG00000178235	ENSG00000178235.8	SLITRK1	SLITRK1	HGNC:20297
ENSG00000032742	ENSG00000032742.18	IFT88	IFT88	HGNC:20606
ENSG00000125247	ENSG00000125247.16	TMTC4	TMTC4	HGNC:25904
ENSG00000101452	ENSG00000101452.15	DHX35	DHX35	HGNC:15861
ENSG00000160216	ENSG00000160216.21	AGPAT3	AGPAT3	HGNC:326
ENSG00000133106	ENSG00000133106.15	EPSTI1	EPSTI1	HGNC:16465
ENSG00000124191	ENSG00000124191.18	TOX2	TOX2	HGNC:16095
ENSG00000127863	ENSG00000127863.16	TNFRSF19	TNFRSF19	HGNC:11915
ENSG00000160218	ENSG00000160218.13	TRAPPC10	TRAPPC10	HGNC:11868
ENSG00000064655	ENSG00000064655.19	EYA2	EYA2	HGNC:3520
ENSG00000139832	ENSG00000139832.5	RAB20	RAB20	HGNC:18260
ENSG00000134905	ENSG00000134905.17	CARS2	CARS2	HGNC:25695
ENSG00000241945	ENSG00000241945.8	PWP2	PWP2	HGNC:9711
ENSG00000180083	ENSG00000180083.11	WFDC11	WFDC11	HGNC:20478
ENSG00000157540	ENSG00000157540.22	DYRK1A	DYRK1A	HGNC:3091
ENSG00000042062	ENSG00000042062.13	RIPOR3	RIPOR3	HGNC:16168
ENSG00000165572	ENSG00000165572.8	KBTBD6	KBTBD6	HGNC:25340
ENSG00000120696	ENSG00000120696.9	KBTBD7	KBTBD7	HGNC:25266
ENSG00000120662	ENSG00000120662.16	MTRF1	MTRF1	HGNC:7469
ENSG00000101447	ENSG00000101447.15	FAM83D	FAM83D	HGNC:16122
ENSG00000197496	ENSG00000197496.6	SLC2A10	SLC2A10	HGNC:13444
ENSG00000158445	ENSG00000158445.10	KCNB1	KCNB1	HGNC:6231
ENSG00000172766	ENSG00000172766.19	NAA16	NAA16	HGNC:26164
ENSG00000284915	ENSG00000284915.3	TINF2	TINF2	HGNC:11824
ENSG00000149654	ENSG00000149654.11	CDH22	CDH22	HGNC:13251
ENSG00000124151	ENSG00000124151.19	NCOA3	NCOA3	HGNC:7670
ENSG00000102760	ENSG00000102760.13	RGCC	RGCC	HGNC:20369
ENSG00000285348	ENSG00000285348.2	TGM1	TGM1	HGNC:11777
ENSG00000102763	ENSG00000102763.18	VWA8	VWA8	HGNC:29071
ENSG00000285193	ENSG00000285193.1	RABGGTA	RABGGTA	HGNC:9795
ENSG00000288485	ENSG00000288485.1	ELP5	ELP5	HGNC:30617
ENSG00000125249	ENSG00000125249.7	RAP2A	RAP2A	HGNC:9861
ENSG00000139679	ENSG00000139679.16	LPAR6	LPAR6	HGNC:15520
ENSG00000141956	ENSG00000141956.14	PRDM15	PRDM15	HGNC:13999
ENSG00000124089	ENSG00000124089.4	MC3R	MC3R	HGNC:6931
ENSG00000213995	ENSG00000213995.12	NAXD	NAXD	HGNC:25576
ENSG00000124126	ENSG00000124126.14	PREX1	PREX1	HGNC:32594
ENSG00000075643	ENSG00000075643.6	MOCOS	MOCOS	HGNC:18234
ENSG00000121743	ENSG00000121743.4	GJA3	GJA3	HGNC:4277
ENSG00000165474	ENSG00000165474.8	GJB2	GJB2	HGNC:4284
ENSG00000166342	ENSG00000166342.19	NETO1	NETO1	HGNC:13823
ENSG00000121742	ENSG00000121742.19	GJB6	GJB6	HGNC:4288
ENSG00000133313	ENSG00000133313.15	CNDP2	CNDP2	HGNC:24437
ENSG00000121741	ENSG00000121741.17	ZMYM2	ZMYM2	HGNC:12989
ENSG00000288292	ENSG00000288292.1	CLDN7	CLDN7	HGNC:2049
ENSG00000124212	ENSG00000124212.6	PTGIS	PTGIS	HGNC:9603
ENSG00000288174	ENSG00000288174.1	SLC2A4	SLC2A4	HGNC:11009
ENSG00000054803	ENSG00000054803.4	CBLN4	CBLN4	HGNC:16231
ENSG00000054793	ENSG00000054793.14	ATP9A	ATP9A	HGNC:13540
ENSG00000284868	ENSG00000284868.2	DHRS1	DHRS1	HGNC:16445
ENSG00000288504	ENSG00000288504.1	YBX2	YBX2	HGNC:17948
ENSG00000125970	ENSG00000125970.12	RALY	RALY	HGNC:15921
ENSG00000285326	ENSG00000285326.3	NOP9	NOP9	HGNC:19826
ENSG00000288145	ENSG00000288145.1	EIF5A	EIF5A	HGNC:3300
ENSG00000150456	ENSG00000150456.11	EEF1AKMT1	EEF1AKMT1	HGNC:27351
ENSG00000150656	ENSG00000150656.15	CNDP1	CNDP1	HGNC:20675
ENSG00000150457	ENSG00000150457.9	LATS2	LATS2	HGNC:6515
ENSG00000285199	ENSG00000285199.1	CIDEB	CIDEB	HGNC:1977
ENSG00000160199	ENSG00000160199.15	PKNOX1	PKNOX1	HGNC:9022
ENSG00000151849	ENSG00000151849.16	CENPJ	CENPJ	HGNC:17272
ENSG00000285203	ENSG00000285203.2	LTB4R2	LTB4R2	HGNC:19260
ENSG00000089101	ENSG00000089101.19	CFAP61	CFAP61	HGNC:15872
ENSG00000285456	ENSG00000285456.2	LTB4R	LTB4R	HGNC:6713
ENSG00000128791	ENSG00000128791.12	TWSG1	TWSG1	HGNC:12429
ENSG00000288325	ENSG00000288325.1	GPS2	GPS2	HGNC:4550
ENSG00000284814	ENSG00000284814.1	ADCY4	ADCY4	HGNC:235
ENSG00000206052	ENSG00000206052.11	DOK6	DOK6	HGNC:28301
ENSG00000160200	ENSG00000160200.18	CBS	CBS	HGNC:1550
ENSG00000150477	ENSG00000150477.15	KIAA1328	KIAA1328	HGNC:29248
ENSG00000180730	ENSG00000180730.5	SHISA2	SHISA2	HGNC:20366
ENSG00000133105	ENSG00000133105.8	RXFP2	RXFP2	HGNC:17318
ENSG00000101194	ENSG00000101194.18	SLC17A9	SLC17A9	HGNC:16192
ENSG00000073910	ENSG00000073910.23	FRY	FRY	HGNC:20367
ENSG00000288301	ENSG00000288301.1	NEURL4	NEURL4	HGNC:34410
ENSG00000078043	ENSG00000078043.16	PIAS2	PIAS2	HGNC:17311
ENSG00000101182	ENSG00000101182.15	PSMA7	PSMA7	HGNC:9536
ENSG00000099917	ENSG00000099917.17	MED15	MED15	HGNC:14248
ENSG00000285379	ENSG00000285379.2	RIPK3	RIPK3	HGNC:10021
ENSG00000130701	ENSG00000130701.4	RBBP8NL	RBBP8NL	HGNC:16144
ENSG00000101439	ENSG00000101439.9	CST3	CST3	HGNC:2475
ENSG00000167220	ENSG00000167220.12	HDHD2	HDHD2	HGNC:25364
ENSG00000101193	ENSG00000101193.8	GID8	GID8	HGNC:15857
ENSG00000285485	ENSG00000285485.2	NFATC4	NFATC4	HGNC:7778
ENSG00000160201	ENSG00000160201.12	U2AF1	U2AF1	HGNC:12453
ENSG00000124225	ENSG00000124225.16	PMEPA1	PMEPA1	HGNC:14107
ENSG00000083642	ENSG00000083642.19	PDS5B	PDS5B	HGNC:20418
ENSG00000134049	ENSG00000134049.6	IER3IP1	IER3IP1	HGNC:18550
ENSG00000215474	ENSG00000215474.8	SKOR2	SKOR2	HGNC:32695
ENSG00000125977	ENSG00000125977.7	EIF2S2	EIF2S2	HGNC:3266
ENSG00000177426	ENSG00000177426.22	TGIF1	TGIF1	HGNC:11776
ENSG00000203883	ENSG00000203883.7	SOX18	SOX18	HGNC:11194
ENSG00000288169	ENSG00000288169.1	ACAP1	ACAP1	HGNC:16467
ENSG00000185917	ENSG00000185917.14	SETD4	SETD4	HGNC:1258
ENSG00000154930	ENSG00000154930.15	ACSS1	ACSS1	HGNC:16091
ENSG00000253797	ENSG00000253797.2	UTP14C	UTP14C	HGNC:20321
ENSG00000102786	ENSG00000102786.15	INTS6	INTS6	HGNC:14879
ENSG00000141384	ENSG00000141384.13	TAF4B	TAF4B	HGNC:11538
ENSG00000288399	ENSG00000288399.2	KCTD11	KCTD11	HGNC:21302
ENSG00000288511	ENSG00000288511.3	TMEM95	TMEM95	HGNC:27898
ENSG00000101134	ENSG00000101134.12	DOK5	DOK5	HGNC:16173
ENSG00000158470	ENSG00000158470.5	B4GALT5	B4GALT5	HGNC:928
ENSG00000141682	ENSG00000141682.12	PMAIP1	PMAIP1	HGNC:9108
ENSG00000175065	ENSG00000175065.12	DSG4	DSG4	HGNC:21307
ENSG00000099985	ENSG00000099985.4	OSM	OSM	HGNC:8506
ENSG00000101115	ENSG00000101115.13	SALL4	SALL4	HGNC:15924
ENSG00000100365	ENSG00000100365.16	NCF4	NCF4	HGNC:7662
ENSG00000173638	ENSG00000173638.19	SLC19A1	SLC19A1	HGNC:10937
ENSG00000132631	ENSG00000132631.6	SCP2D1	SCP2D1	HGNC:16211
ENSG00000179242	ENSG00000179242.16	CDH4	CDH4	HGNC:1763
ENSG00000123171	ENSG00000123171.8	CCDC70	CCDC70	HGNC:25303
ENSG00000125245	ENSG00000125245.14	GPR18	GPR18	HGNC:4472
ENSG00000134757	ENSG00000134757.5	DSG3	DSG3	HGNC:3050
ENSG00000132938	ENSG00000132938.22	MTUS2	MTUS2	HGNC:20595
ENSG00000281813	ENSG00000281813.4	KAT6B	KAT6B	HGNC:17582
ENSG00000118271	ENSG00000118271.12	TTR	TTR	HGNC:12405
ENSG00000182871	ENSG00000182871.16	COL18A1	COL18A1	HGNC:2195
ENSG00000102524	ENSG00000102524.12	TNFSF13B	TNFSF13B	HGNC:11929
ENSG00000170558	ENSG00000170558.10	CDH2	CDH2	HGNC:1759
ENSG00000101079	ENSG00000101079.21	NDRG3	NDRG3	HGNC:14462
ENSG00000281917	ENSG00000281917.4	SLC16A1	SLC16A1	HGNC:10922
ENSG00000127870	ENSG00000127870.17	RNF6	RNF6	HGNC:10069
ENSG00000100346	ENSG00000100346.18	CACNA1I	CACNA1I	HGNC:1396
ENSG00000132932	ENSG00000132932.19	ATP8A2	ATP8A2	HGNC:13533
ENSG00000171858	ENSG00000171858.18	RPS21	RPS21	HGNC:10409
ENSG00000184402	ENSG00000184402.15	SS18L1	SS18L1	HGNC:15592
ENSG00000101670	ENSG00000101670.12	LIPG	LIPG	HGNC:6623
ENSG00000151835	ENSG00000151835.17	SACS	SACS	HGNC:10519
ENSG00000101096	ENSG00000101096.20	NFATC2	NFATC2	HGNC:7776
ENSG00000141627	ENSG00000141627.14	DYM	DYM	HGNC:21317
ENSG00000183844	ENSG00000183844.17	FAM3B	FAM3B	HGNC:1253
ENSG00000176624	ENSG00000176624.12	MEX3C	MEX3C	HGNC:28040
ENSG00000153495	ENSG00000153495.11	TEX29	TEX29	HGNC:20370
ENSG00000178695	ENSG00000178695.6	KCTD12	KCTD12	HGNC:14678
ENSG00000102805	ENSG00000102805.16	CLN5	CLN5	HGNC:2076
ENSG00000154734	ENSG00000154734.16	ADAMTS1	ADAMTS1	HGNC:217
ENSG00000196074	ENSG00000196074.13	SYCP2	SYCP2	HGNC:11490
ENSG00000175329	ENSG00000175329.13	ISX	ISX	HGNC:28084
ENSG00000196628	ENSG00000196628.20	TCF4	TCF4	HGNC:11634
ENSG00000005812	ENSG00000005812.11	FBXL3	FBXL3	HGNC:13599
ENSG00000176177	ENSG00000176177.10	ENTHD1	ENTHD1	HGNC:26352
ENSG00000128342	ENSG00000128342.5	LIF	LIF	HGNC:6596
ENSG00000197595	ENSG00000197595.4	ATP11AUN	ATP11AUN	HGNC:33793
ENSG00000253309	ENSG00000253309.7	SERPINE3	SERPINE3	HGNC:24774
ENSG00000100307	ENSG00000100307.13	CBX7	CBX7	HGNC:1557
ENSG00000284900	ENSG00000284900.2	KBTBD4	KBTBD4	HGNC:23761
ENSG00000139780	ENSG00000139780.8	METTL21C	METTL21C	HGNC:33717
ENSG00000159055	ENSG00000159055.4	MIS18A	MIS18A	HGNC:1286
ENSG00000134899	ENSG00000134899.24	ERCC5	ERCC5	HGNC:3437
ENSG00000170262	ENSG00000170262.13	MRAP	MRAP	HGNC:1304
ENSG00000100344	ENSG00000100344.11	PNPLA3	PNPLA3	HGNC:18590
ENSG00000284838	ENSG00000284838.2	C1QTNF4	C1QTNF4	HGNC:14346
ENSG00000160193	ENSG00000160193.12	WDR4	WDR4	HGNC:12756
ENSG00000285501	ENSG00000285501.2	AGBL2	AGBL2	HGNC:26296
ENSG00000130702	ENSG00000130702.15	LAMA5	LAMA5	HGNC:6485
ENSG00000167393	ENSG00000167393.18	PPP2R3B	PPP2R3B	HGNC:13417
ENSG00000186976	ENSG00000186976.15	EFCAB6	EFCAB6	HGNC:24204
ENSG00000125255	ENSG00000125255.7	SLC10A2	SLC10A2	HGNC:10906
ENSG00000172458	ENSG00000172458.5	IL17D	IL17D	HGNC:5984
ENSG00000183943	ENSG00000183943.6	PRKX	PRKX	HGNC:9441
ENSG00000134864	ENSG00000134864.11	GGACT	GGACT	HGNC:25100
ENSG00000068650	ENSG00000068650.19	ATP11A	ATP11A	HGNC:13552
ENSG00000285182	ENSG00000285182.2	FNBP4	FNBP4	HGNC:19752
ENSG00000177504	ENSG00000177504.10	VCX2	VCX2	HGNC:18158
ENSG00000160194	ENSG00000160194.18	NDUFV3	NDUFV3	HGNC:7719
ENSG00000185291	ENSG00000185291.12	IL3RA	IL3RA	HGNC:6012
ENSG00000154727	ENSG00000154727.11	GABPA	GABPA	HGNC:4071
ENSG00000285121	ENSG00000285121.2	MTCH2	MTCH2	HGNC:17587
ENSG00000149657	ENSG00000149657.20	LSM14B	LSM14B	HGNC:15887
ENSG00000182162	ENSG00000182162.11	P2RY8	P2RY8	HGNC:15524
ENSG00000054611	ENSG00000054611.14	TBC1D22A	TBC1D22A	HGNC:1309
ENSG00000169100	ENSG00000169100.14	SLC25A6	SLC25A6	HGNC:10992
ENSG00000152207	ENSG00000152207.8	CYSLTR2	CYSLTR2	HGNC:18274
ENSG00000159212	ENSG00000159212.13	CLIC6	CLIC6	HGNC:2065
ENSG00000125363	ENSG00000125363.14	AMELX	AMELX	HGNC:461
ENSG00000087495	ENSG00000087495.17	PHACTR3	PHACTR3	HGNC:15833
ENSG00000165621	ENSG00000165621.9	OXGR1	OXGR1	HGNC:4531
ENSG00000274391	ENSG00000274391.5	TPTE	TPTE	HGNC:12023
ENSG00000188243	ENSG00000188243.14	COMMD6	COMMD6	HGNC:24015
ENSG00000169084	ENSG00000169084.15	DHRSX	DHRSX	HGNC:18399
ENSG00000146950	ENSG00000146950.13	SHROOM2	SHROOM2	HGNC:630
ENSG00000136114	ENSG00000136114.17	THSD1	THSD1	HGNC:17754
ENSG00000011201	ENSG00000011201.12	ANOS1	ANOS1	HGNC:6211
ENSG00000136100	ENSG00000136100.14	VPS36	VPS36	HGNC:20312
ENSG00000284807	ENSG00000284807.3	DHRS4	DHRS4	HGNC:16985
ENSG00000169093	ENSG00000169093.16	ASMTL	ASMTL	HGNC:751
ENSG00000136108	ENSG00000136108.15	CKAP2	CKAP2	HGNC:1990
ENSG00000171703	ENSG00000171703.17	TCEA2	TCEA2	HGNC:11614
ENSG00000159082	ENSG00000159082.18	SYNJ1	SYNJ1	HGNC:11503
ENSG00000177138	ENSG00000177138.17	FAM9B	FAM9B	HGNC:18404
ENSG00000281660	ENSG00000281660.1	DUSP29	DUSP29	HGNC:23481
ENSG00000004961	ENSG00000004961.15	HCCS	HCCS	HGNC:4837
ENSG00000165416	ENSG00000165416.15	SUGT1	SUGT1	HGNC:16987
ENSG00000100316	ENSG00000100316.16	RPL3	RPL3	HGNC:10332
ENSG00000146938	ENSG00000146938.16	NLGN4X	NLGN4X	HGNC:14287
ENSG00000139675	ENSG00000139675.13	HNRNPA1L2	HNRNPA1L2	HGNC:27067
ENSG00000182346	ENSG00000182346.22	DAOA	DAOA	HGNC:21191
ENSG00000288401	ENSG00000288401.1	CTTN	CTTN	HGNC:3338
ENSG00000130700	ENSG00000130700.7	GATA5	GATA5	HGNC:15802
ENSG00000043355	ENSG00000043355.12	ZIC2	ZIC2	HGNC:12873
ENSG00000080839	ENSG00000080839.12	RBL1	RBL1	HGNC:9893
ENSG00000183304	ENSG00000183304.10	FAM9A	FAM9A	HGNC:18403
ENSG00000139800	ENSG00000139800.9	ZIC5	ZIC5	HGNC:20322
ENSG00000291534	ENSG00000291534.1	LTN1	LTN1	HGNC:13082
ENSG00000139517	ENSG00000139517.9	LNX2	LNX2	HGNC:20421
ENSG00000185272	ENSG00000185272.14	RBM11	RBM11	HGNC:9897
ENSG00000291523	ENSG00000291523.1	RWDD2B	RWDD2B	HGNC:1302
ENSG00000101955	ENSG00000101955.15	SRPX	SRPX	HGNC:11309
ENSG00000169840	ENSG00000169840.5	GSX1	GSX1	HGNC:20374
ENSG00000291527	ENSG00000291527.1	USP16	USP16	HGNC:12614
ENSG00000139515	ENSG00000139515.6	PDX1	PDX1	HGNC:6107
ENSG00000155304	ENSG00000155304.6	HSPA13	HSPA13	HGNC:11375
ENSG00000291533	ENSG00000291533.1	CCT8	CCT8	HGNC:1623
ENSG00000186184	ENSG00000186184.20	POLR1D	POLR1D	HGNC:20422
ENSG00000183527	ENSG00000183527.12	PSMG1	PSMG1	HGNC:3043
ENSG00000291525	ENSG00000291525.1	MAP3K7CL	MAP3K7CL	HGNC:16457
ENSG00000126010	ENSG00000126010.6	GRPR	GRPR	HGNC:4609
ENSG00000177324	ENSG00000177324.14	BEND2	BEND2	HGNC:28509
ENSG00000124205	ENSG00000124205.18	EDN3	EDN3	HGNC:3178
ENSG00000174405	ENSG00000174405.15	LIG4	LIG4	HGNC:6601
ENSG00000147027	ENSG00000147027.4	TMEM47	TMEM47	HGNC:18515
ENSG00000288198	ENSG00000288198.2	PPFIA1	PPFIA1	HGNC:9245
ENSG00000185915	ENSG00000185915.5	KLHL34	KLHL34	HGNC:26634
ENSG00000091482	ENSG00000091482.8	SMPX	SMPX	HGNC:11122
ENSG00000075218	ENSG00000075218.19	GTSE1	GTSE1	HGNC:13698
ENSG00000125246	ENSG00000125246.16	CLYBL	CLYBL	HGNC:18355
ENSG00000185658	ENSG00000185658.14	BRWD1	BRWD1	HGNC:12760
ENSG00000198542	ENSG00000198542.15	ITGBL1	ITGBL1	HGNC:6164
ENSG00000151413	ENSG00000151413.17	NUBPL	NUBPL	HGNC:20278
ENSG00000130706	ENSG00000130706.13	ADRM1	ADRM1	HGNC:15759
ENSG00000149970	ENSG00000149970.16	CNKSR2	CNKSR2	HGNC:19701
ENSG00000100347	ENSG00000100347.15	SAMM50	SAMM50	HGNC:24276
ENSG00000102710	ENSG00000102710.21	SUPT20H	SUPT20H	HGNC:20596
ENSG00000129515	ENSG00000129515.20	SNX6	SNX6	HGNC:14970
ENSG00000025293	ENSG00000025293.17	PHF20	PHF20	HGNC:16098
ENSG00000291544	ENSG00000291544.1	APOB	APOB	HGNC:603
ENSG00000075234	ENSG00000075234.17	TTC38	TTC38	HGNC:26082
ENSG00000100106	ENSG00000100106.22	TRIOBP	TRIOBP	HGNC:17009
ENSG00000124232	ENSG00000124232.11	RBPJL	RBPJL	HGNC:13761
ENSG00000205581	ENSG00000205581.11	HMGN1	HMGN1	HGNC:4984
ENSG00000291505	ENSG00000291505.1	CCDC40	CCDC40	HGNC:26090
ENSG00000124145	ENSG00000124145.6	SDC4	SDC4	HGNC:10661
ENSG00000204070	ENSG00000204070.10	SYS1	SYS1	HGNC:16162
ENSG00000126778	ENSG00000126778.12	SIX1	SIX1	HGNC:10887
ENSG00000291507	ENSG00000291507.1	GAA	GAA	HGNC:4065
ENSG00000291508	ENSG00000291508.1	EIF4A3	EIF4A3	HGNC:18683
ENSG00000154001	ENSG00000154001.14	PPP2R5E	PPP2R5E	HGNC:9313
ENSG00000124251	ENSG00000124251.11	TP53TG5	TP53TG5	HGNC:15856
ENSG00000215440	ENSG00000215440.12	NPEPL1	NPEPL1	HGNC:16244
ENSG00000284017	ENSG00000284017.2	PLCL2	PLCL2	HGNC:9064
ENSG00000198355	ENSG00000198355.5	PIM3	PIM3	HGNC:19310
ENSG00000205593	ENSG00000205593.12	DENND6B	DENND6B	HGNC:32690
ENSG00000101158	ENSG00000101158.15	NELFCD	NELFCD	HGNC:15934
ENSG00000182093	ENSG00000182093.16	GET1	GET1	HGNC:12790
ENSG00000288435	ENSG00000288435.1	GJA10	GJA10	HGNC:16995
ENSG00000100422	ENSG00000100422.14	CERK	CERK	HGNC:19256
ENSG00000198252	ENSG00000198252.12	STYX	STYX	HGNC:11447
ENSG00000172915	ENSG00000172915.20	NBEA	NBEA	HGNC:7648
ENSG00000126790	ENSG00000126790.12	L3HYPDH	L3HYPDH	HGNC:20488
ENSG00000179008	ENSG00000179008.9	C14orf39	C14orf39	HGNC:19849
ENSG00000100239	ENSG00000100239.16	PPP6R2	PPP6R2	HGNC:19253
ENSG00000183036	ENSG00000183036.11	PCP4	PCP4	HGNC:8742
ENSG00000171587	ENSG00000171587.15	DSCAM	DSCAM	HGNC:3039
ENSG00000184302	ENSG00000184302.7	SIX6	SIX6	HGNC:10892
ENSG00000147041	ENSG00000147041.12	SYTL5	SYTL5	HGNC:15589
ENSG00000100625	ENSG00000100625.9	SIX4	SIX4	HGNC:10890
ENSG00000101162	ENSG00000101162.4	TUBB1	TUBB1	HGNC:16257
ENSG00000100614	ENSG00000100614.18	PPM1A	PPM1A	HGNC:9275
ENSG00000136169	ENSG00000136169.17	SETDB2	SETDB2	HGNC:20263
ENSG00000101166	ENSG00000101166.16	PRELID3B	PRELID3B	HGNC:15892
ENSG00000136147	ENSG00000136147.18	PHF11	PHF11	HGNC:17024
ENSG00000280975	ENSG00000280975.3	CENATAC	CENATAC	HGNC:30460
ENSG00000151838	ENSG00000151838.12	CCDC175	CCDC175	HGNC:19847
ENSG00000182240	ENSG00000182240.16	BACE2	BACE2	HGNC:934
ENSG00000125965	ENSG00000125965.9	GDF5	GDF5	HGNC:4220
ENSG00000125975	ENSG00000125975.14	C20orf173	C20orf173	HGNC:16166
ENSG00000100612	ENSG00000100612.14	DHRS7	DHRS7	HGNC:21524
ENSG00000244462	ENSG00000244462.8	RBM12	RBM12	HGNC:9898
ENSG00000280831	ENSG00000280831.3	RPS25	RPS25	HGNC:10413
ENSG00000173698	ENSG00000173698.18	ADGRG2	ADGRG2	HGNC:4516
ENSG00000197296	ENSG00000197296.6	FITM2	FITM2	HGNC:16135
ENSG00000183421	ENSG00000183421.12	RIPK4	RIPK4	HGNC:496
ENSG00000124120	ENSG00000124120.11	TTPAL	TTPAL	HGNC:16114
ENSG00000136144	ENSG00000136144.12	RCBTB1	RCBTB1	HGNC:18243
ENSG00000100731	ENSG00000100731.16	PCNX1	PCNX1	HGNC:19740
ENSG00000165480	ENSG00000165480.16	SKA3	SKA3	HGNC:20262
ENSG00000280495	ENSG00000280495.5	TRAPPC4	TRAPPC4	HGNC:19943
