Gene stable ID	Gene stable ID version	Gene name	HGNC symbol	HGNC ID
ENSG00000284177	ENSG00000284177.1	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000133606	ENSG00000133606.11	MKRN1	MKRN1	HGNC:7112
ENSG00000177548	ENSG00000177548.13	RABEP2	RABEP2	HGNC:24817
ENSG00000282705	ENSG00000282705.1	NPIPA5	NPIPA5	HGNC:41980
ENSG00000274779	ENSG00000274779.4	NOMO1	NOMO1	HGNC:30060
ENSG00000116016	ENSG00000116016.14	EPAS1	EPAS1	HGNC:3374
ENSG00000100288	ENSG00000100288.20	CHKB	CHKB	HGNC:1938
ENSG00000123728	ENSG00000123728.10	RAP2C	RAP2C	HGNC:21165
ENSG00000057704	ENSG00000057704.13	TMCC3	TMCC3	HGNC:29199
ENSG00000258102	ENSG00000258102.5	MAP1LC3B2	MAP1LC3B2	HGNC:34390
ENSG00000123560	ENSG00000123560.14	PLP1	PLP1	HGNC:9086
ENSG00000277104	ENSG00000277104.4	TADA2A	TADA2A	HGNC:11531
ENSG00000151233	ENSG00000151233.11	GXYLT1	GXYLT1	HGNC:27482
ENSG00000148734	ENSG00000148734.8	NPFFR1	NPFFR1	HGNC:17425
ENSG00000121104	ENSG00000121104.8	FAM117A	FAM117A	HGNC:24179
ENSG00000078403	ENSG00000078403.17	MLLT10	MLLT10	HGNC:16063
ENSG00000188883	ENSG00000188883.5	KLRG2	KLRG2	HGNC:24778
ENSG00000080371	ENSG00000080371.6	RAB21	RAB21	HGNC:18263
ENSG00000127955	ENSG00000127955.17	GNAI1	GNAI1	HGNC:4384
ENSG00000165060	ENSG00000165060.15	FXN	FXN	HGNC:3951
ENSG00000075340	ENSG00000075340.23	ADD2	ADD2	HGNC:244
ENSG00000196860	ENSG00000196860.8	TOMM20L	TOMM20L	HGNC:33752
ENSG00000177455	ENSG00000177455.15	CD19	CD19	HGNC:1633
ENSG00000119139	ENSG00000119139.21	TJP2	TJP2	HGNC:11828
ENSG00000100575	ENSG00000100575.14	TIMM9	TIMM9	HGNC:11819
ENSG00000165972	ENSG00000165972.13	CCDC38	CCDC38	HGNC:26843
ENSG00000277596	ENSG00000277596.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000278369	ENSG00000278369.1	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000145451	ENSG00000145451.13	GLRA3	GLRA3	HGNC:4328
ENSG00000284426	ENSG00000284426.1	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000101438	ENSG00000101438.4	SLC32A1	SLC32A1	HGNC:11018
ENSG00000131459	ENSG00000131459.13	GFPT2	GFPT2	HGNC:4242
ENSG00000101442	ENSG00000101442.10	ACTR5	ACTR5	HGNC:14671
ENSG00000182379	ENSG00000182379.10	NXPH4	NXPH4	HGNC:8078
ENSG00000283827	ENSG00000283827.1	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000064195	ENSG00000064195.7	DLX3	DLX3	HGNC:2916
ENSG00000111252	ENSG00000111252.11	SH2B3	SH2B3	HGNC:29605
ENSG00000149646	ENSG00000149646.12	CNBD2	CNBD2	HGNC:16145
ENSG00000100578	ENSG00000100578.18	KIAA0586	KIAA0586	HGNC:19960
ENSG00000110675	ENSG00000110675.13	ELMOD1	ELMOD1	HGNC:25334
ENSG00000274853	ENSG00000274853.2	MRM1	MRM1	HGNC:26202
ENSG00000147140	ENSG00000147140.17	NONO	NONO	HGNC:7871
ENSG00000275080	ENSG00000275080.5	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000141577	ENSG00000141577.14	CEP131	CEP131	HGNC:29511
ENSG00000100299	ENSG00000100299.18	ARSA	ARSA	HGNC:713
ENSG00000139651	ENSG00000139651.11	ZNF740	ZNF740	HGNC:27465
ENSG00000275099	ENSG00000275099.2	GGNBP2	GGNBP2	HGNC:19357
ENSG00000145919	ENSG00000145919.11	BOD1	BOD1	HGNC:25114
ENSG00000154447	ENSG00000154447.15	SH3RF1	SH3RF1	HGNC:17650
ENSG00000275659	ENSG00000275659.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000169682	ENSG00000169682.18	SPNS1	SPNS1	HGNC:30621
ENSG00000012504	ENSG00000012504.15	NR1H4	NR1H4	HGNC:7967
ENSG00000164609	ENSG00000164609.10	SLU7	SLU7	HGNC:16939
ENSG00000276044	ENSG00000276044.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000101203	ENSG00000101203.17	COL20A1	COL20A1	HGNC:14670
ENSG00000128578	ENSG00000128578.10	STRIP2	STRIP2	HGNC:22209
ENSG00000177103	ENSG00000177103.15	DSCAML1	DSCAML1	HGNC:14656
ENSG00000170390	ENSG00000170390.16	DCLK2	DCLK2	HGNC:19002
ENSG00000275528	ENSG00000275528.2	CCL15	CCL15	HGNC:10613
ENSG00000278494	ENSG00000278494.2	RRN3	RRN3	HGNC:30346
ENSG00000277292	ENSG00000277292.2	PIP4K2B	PIP4K2B	HGNC:8998
ENSG00000278474	ENSG00000278474.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000284295	ENSG00000284295.1	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000276072	ENSG00000276072.2	AATF	AATF	HGNC:19235
ENSG00000006377	ENSG00000006377.11	DLX6	DLX6	HGNC:2919
ENSG00000118322	ENSG00000118322.14	ATP10B	ATP10B	HGNC:13543
ENSG00000184220	ENSG00000184220.12	CMSS1	CMSS1	HGNC:28666
ENSG00000127928	ENSG00000127928.13	GNGT1	GNGT1	HGNC:4411
ENSG00000112414	ENSG00000112414.15	ADGRG6	ADGRG6	HGNC:13841
ENSG00000128513	ENSG00000128513.16	POT1	POT1	HGNC:17284
ENSG00000120616	ENSG00000120616.16	EPC1	EPC1	HGNC:19876
ENSG00000275824	ENSG00000275824.4	CCL4	CCL4	HGNC:10630
ENSG00000182931	ENSG00000182931.10	WFDC10B	WFDC10B	HGNC:20479
ENSG00000176407	ENSG00000176407.18	KCMF1	KCMF1	HGNC:20589
ENSG00000274829	ENSG00000274829.4	PARN	PARN	HGNC:8609
ENSG00000114021	ENSG00000114021.12	NIT2	NIT2	HGNC:29878
ENSG00000204764	ENSG00000204764.14	RANBP17	RANBP17	HGNC:14428
ENSG00000130699	ENSG00000130699.20	TAF4	TAF4	HGNC:11537
ENSG00000168785	ENSG00000168785.8	TSPAN5	TSPAN5	HGNC:17753
ENSG00000276913	ENSG00000276913.2	SPMAP1	SPMAP1	HGNC:34492
ENSG00000119866	ENSG00000119866.22	BCL11A	BCL11A	HGNC:13221
ENSG00000274229	ENSG00000274229.2	SOCS7	SOCS7	HGNC:29846
ENSG00000100228	ENSG00000100228.14	RAB36	RAB36	HGNC:9775
ENSG00000215595	ENSG00000215595.3	C20orf202	C20orf202	HGNC:37254
ENSG00000224877	ENSG00000224877.4	NDUFAF8	NDUFAF8	HGNC:33551
ENSG00000158901	ENSG00000158901.12	WFDC8	WFDC8	HGNC:16163
ENSG00000183346	ENSG00000183346.9	CABCOCO1	CABCOCO1	HGNC:28678
ENSG00000157637	ENSG00000157637.13	SLC38A10	SLC38A10	HGNC:28237
ENSG00000277303	ENSG00000277303.2	EPOP	EPOP	HGNC:34493
ENSG00000114423	ENSG00000114423.23	CBLB	CBLB	HGNC:1542
ENSG00000189060	ENSG00000189060.6	H1-0	H1-0	HGNC:4714
ENSG00000184113	ENSG00000184113.10	CLDN5	CLDN5	HGNC:2047
ENSG00000276432	ENSG00000276432.4	RDM1	RDM1	HGNC:19950
ENSG00000124155	ENSG00000124155.19	PIGT	PIGT	HGNC:14938
ENSG00000052795	ENSG00000052795.13	FNIP2	FNIP2	HGNC:29280
ENSG00000091039	ENSG00000091039.17	OSBPL8	OSBPL8	HGNC:16396
ENSG00000185009	ENSG00000185009.13	AP3M1	AP3M1	HGNC:569
ENSG00000110237	ENSG00000110237.5	ARHGEF17	ARHGEF17	HGNC:21726
ENSG00000197471	ENSG00000197471.12	SPN	SPN	HGNC:11249
ENSG00000172889	ENSG00000172889.16	EGFL7	EGFL7	HGNC:20594
ENSG00000100249	ENSG00000100249.5	C22orf31	C22orf31	HGNC:26931
ENSG00000164128	ENSG00000164128.7	NPY1R	NPY1R	HGNC:7956
ENSG00000100034	ENSG00000100034.14	PPM1F	PPM1F	HGNC:19388
ENSG00000148634	ENSG00000148634.16	HERC4	HERC4	HGNC:24521
ENSG00000185504	ENSG00000185504.17	FAAP100	FAAP100	HGNC:26171
ENSG00000034510	ENSG00000034510.6	TMSB10	TMSB10	HGNC:11879
ENSG00000149930	ENSG00000149930.18	TAOK2	TAOK2	HGNC:16835
ENSG00000284127	ENSG00000284127.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000276870	ENSG00000276870.2	PLA2G10	PLA2G10	HGNC:9029
ENSG00000198498	ENSG00000198498.10	TMA16	TMA16	HGNC:25638
ENSG00000115364	ENSG00000115364.14	MRPL19	MRPL19	HGNC:14052
ENSG00000240505	ENSG00000240505.9	TNFRSF13B	TNFRSF13B	HGNC:18153
ENSG00000172461	ENSG00000172461.11	FUT9	FUT9	HGNC:4020
ENSG00000284241	ENSG00000284241.2	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000166002	ENSG00000166002.7	SMCO4	SMCO4	HGNC:24810
ENSG00000188820	ENSG00000188820.13	CALHM6	CALHM6	HGNC:33391
ENSG00000100038	ENSG00000100038.20	TOP3B	TOP3B	HGNC:11993
ENSG00000112175	ENSG00000112175.8	BMP5	BMP5	HGNC:1072
ENSG00000284340	ENSG00000284340.3	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000124374	ENSG00000124374.9	PAIP2B	PAIP2B	HGNC:29200
ENSG00000149380	ENSG00000149380.12	P4HA3	P4HA3	HGNC:30135
ENSG00000168143	ENSG00000168143.9	FAM83B	FAM83B	HGNC:21357
ENSG00000163586	ENSG00000163586.10	FABP1	FABP1	HGNC:3555
ENSG00000179598	ENSG00000179598.6	PLD6	PLD6	HGNC:30447
ENSG00000123500	ENSG00000123500.10	COL10A1	COL10A1	HGNC:2185
ENSG00000165716	ENSG00000165716.11	DIPK1B	DIPK1B	HGNC:28290
ENSG00000154803	ENSG00000154803.13	FLCN	FLCN	HGNC:27310
ENSG00000079931	ENSG00000079931.15	MOXD1	MOXD1	HGNC:21063
ENSG00000187922	ENSG00000187922.14	LCN10	LCN10	HGNC:20892
ENSG00000163110	ENSG00000163110.15	PDLIM5	PDLIM5	HGNC:17468
ENSG00000162878	ENSG00000162878.13	PKDCC	PKDCC	HGNC:25123
ENSG00000164603	ENSG00000164603.12	BMT2	BMT2	HGNC:26475
ENSG00000273575	ENSG00000273575.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000149929	ENSG00000149929.16	HIRIP3	HIRIP3	HGNC:4917
ENSG00000276914	ENSG00000276914.2	CEP20	CEP20	HGNC:26435
ENSG00000276986	ENSG00000276986.2	HEATR9	HEATR9	HGNC:26548
ENSG00000160963	ENSG00000160963.14	COL26A1	COL26A1	HGNC:18038
ENSG00000284093	ENSG00000284093.1	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000112249	ENSG00000112249.14	ASCC3	ASCC3	HGNC:18697
ENSG00000172023	ENSG00000172023.8	REG1B	REG1B	HGNC:9952
ENSG00000141030	ENSG00000141030.13	COPS3	COPS3	HGNC:2239
ENSG00000267206	ENSG00000267206.6	LCN6	LCN6	HGNC:17337
ENSG00000274948	ENSG00000274948.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000152284	ENSG00000152284.5	TCF7L1	TCF7L1	HGNC:11640
ENSG00000206535	ENSG00000206535.8	LNP1	LNP1	HGNC:28014
ENSG00000169592	ENSG00000169592.15	INO80E	INO80E	HGNC:26905
ENSG00000153266	ENSG00000153266.13	FEZF2	FEZF2	HGNC:13506
ENSG00000275498	ENSG00000275498.5	PDXDC1	PDXDC1	HGNC:28995
ENSG00000177984	ENSG00000177984.7	LCN15	LCN15	HGNC:33777
ENSG00000138472	ENSG00000138472.11	GUCA1C	GUCA1C	HGNC:4680
ENSG00000074201	ENSG00000074201.9	CLNS1A	CLNS1A	HGNC:2080
ENSG00000275786	ENSG00000275786.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000105929	ENSG00000105929.16	ATP6V0A4	ATP6V0A4	HGNC:866
ENSG00000181867	ENSG00000181867.3	FTMT	FTMT	HGNC:17345
ENSG00000244187	ENSG00000244187.8	TMEM141	TMEM141	HGNC:28211
ENSG00000170017	ENSG00000170017.12	ALCAM	ALCAM	HGNC:400
ENSG00000158089	ENSG00000158089.15	GALNT14	GALNT14	HGNC:22946
ENSG00000213213	ENSG00000213213.14	CCDC183	CCDC183	HGNC:28236
ENSG00000274830	ENSG00000274830.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000276004	ENSG00000276004.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000284192	ENSG00000284192.1	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000278167	ENSG00000278167.2	CCL18	CCL18	HGNC:10616
ENSG00000184601	ENSG00000184601.11	C14orf180	C14orf180	HGNC:33795
ENSG00000276820	ENSG00000276820.1	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000196642	ENSG00000196642.19	RABL6	RABL6	HGNC:24703
ENSG00000275732	ENSG00000275732.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000276194	ENSG00000276194.4	HNF1B	HNF1B	HGNC:11630
ENSG00000100711	ENSG00000100711.14	ZFYVE21	ZFYVE21	HGNC:20760
ENSG00000198729	ENSG00000198729.5	PPP1R14C	PPP1R14C	HGNC:14952
ENSG00000113580	ENSG00000113580.15	NR3C1	NR3C1	HGNC:7978
ENSG00000166900	ENSG00000166900.17	STX3	STX3	HGNC:11438
ENSG00000149927	ENSG00000149927.18	DOC2A	DOC2A	HGNC:2985
ENSG00000188107	ENSG00000188107.15	EYS	EYS	HGNC:21555
ENSG00000163412	ENSG00000163412.13	EIF4E3	EIF4E3	HGNC:31837
ENSG00000274556	ENSG00000274556.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000165782	ENSG00000165782.11	PIP4P1	PIP4P1	HGNC:19299
ENSG00000205309	ENSG00000205309.14	NT5M	NT5M	HGNC:15769
ENSG00000187860	ENSG00000187860.11	CCDC157	CCDC157	HGNC:33854
ENSG00000146918	ENSG00000146918.20	NCAPG2	NCAPG2	HGNC:21904
ENSG00000141026	ENSG00000141026.6	MED9	MED9	HGNC:25487
ENSG00000177989	ENSG00000177989.14	CIMAP1B	CIMAP1B	HGNC:34388
ENSG00000108551	ENSG00000108551.5	RASD1	RASD1	HGNC:15828
ENSG00000273794	ENSG00000273794.4	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000054148	ENSG00000054148.18	PHPT1	PHPT1	HGNC:30033
ENSG00000131469	ENSG00000131469.15	RPL27	RPL27	HGNC:10328
ENSG00000177889	ENSG00000177889.10	UBE2N	UBE2N	HGNC:12492
ENSG00000273887	ENSG00000273887.1	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000276450	ENSG00000276450.1	NCR1	NCR1	HGNC:6731
ENSG00000100221	ENSG00000100221.11	JOSD1	JOSD1	HGNC:28953
ENSG00000275970	ENSG00000275970.4	FCAR	FCAR	HGNC:3608
ENSG00000100592	ENSG00000100592.16	DAAM1	DAAM1	HGNC:18142
ENSG00000276985	ENSG00000276985.4	FCAR	FCAR	HGNC:3608
ENSG00000119950	ENSG00000119950.21	MXI1	MXI1	HGNC:7534
ENSG00000139133	ENSG00000139133.7	ALG10	ALG10	HGNC:23162
ENSG00000177943	ENSG00000177943.14	MAMDC4	MAMDC4	HGNC:24083
ENSG00000249992	ENSG00000249992.2	TMEM158	TMEM158	HGNC:30293
ENSG00000275600	ENSG00000275600.2	PIGW	PIGW	HGNC:23213
ENSG00000163377	ENSG00000163377.16	TAFA4	TAFA4	HGNC:21591
ENSG00000167080	ENSG00000167080.9	B4GALNT2	B4GALNT2	HGNC:24136
ENSG00000274233	ENSG00000274233.4	CCL5	CCL5	HGNC:10632
ENSG00000158435	ENSG00000158435.8	CNOT11	CNOT11	HGNC:25217
ENSG00000130540	ENSG00000130540.14	SULT4A1	SULT4A1	HGNC:14903
ENSG00000109944	ENSG00000109944.11	JHY	JHY	HGNC:26288
ENSG00000139218	ENSG00000139218.18	SCAF11	SCAF11	HGNC:10784
ENSG00000176142	ENSG00000176142.13	TMEM39A	TMEM39A	HGNC:25600
ENSG00000115353	ENSG00000115353.11	TACR1	TACR1	HGNC:11526
ENSG00000273608	ENSG00000273608.4	SRCIN1	SRCIN1	HGNC:29506
ENSG00000137714	ENSG00000137714.3	FDX1	FDX1	HGNC:3638
ENSG00000181291	ENSG00000181291.8	TMEM132E	TMEM132E	HGNC:26991
ENSG00000138032	ENSG00000138032.21	PPM1B	PPM1B	HGNC:9276
ENSG00000251258	ENSG00000251258.2	RFPL4B	RFPL4B	HGNC:33264
ENSG00000100557	ENSG00000100557.10	CCDC198	CCDC198	HGNC:20189
ENSG00000107223	ENSG00000107223.13	EDF1	EDF1	HGNC:3164
ENSG00000068079	ENSG00000068079.8	IFI35	IFI35	HGNC:5399
ENSG00000137699	ENSG00000137699.17	TRIM29	TRIM29	HGNC:17274
ENSG00000163666	ENSG00000163666.10	HESX1	HESX1	HGNC:4877
ENSG00000100341	ENSG00000100341.13	PNPLA5	PNPLA5	HGNC:24888
ENSG00000149923	ENSG00000149923.14	PPP4C	PPP4C	HGNC:9319
ENSG00000096093	ENSG00000096093.16	EFHC1	EFHC1	HGNC:16406
ENSG00000136040	ENSG00000136040.9	PLXNC1	PLXNC1	HGNC:9106
ENSG00000165689	ENSG00000165689.17	ENTR1	ENTR1	HGNC:10667
ENSG00000100345	ENSG00000100345.23	MYH9	MYH9	HGNC:7579
ENSG00000275932	ENSG00000275932.2	DUSP14	DUSP14	HGNC:17007
ENSG00000113845	ENSG00000113845.10	TIMMDC1	TIMMDC1	HGNC:1321
ENSG00000182575	ENSG00000182575.8	NXPH3	NXPH3	HGNC:8077
ENSG00000167740	ENSG00000167740.10	CYB5D2	CYB5D2	HGNC:28471
ENSG00000276469	ENSG00000276469.1	GPR179	GPR179	HGNC:31371
ENSG00000277552	ENSG00000277552.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000121207	ENSG00000121207.12	LRAT	LRAT	HGNC:6685
ENSG00000130856	ENSG00000130856.18	ZNF236	ZNF236	HGNC:13028
ENSG00000274768	ENSG00000274768.2	CISD3	CISD3	HGNC:27578
ENSG00000167703	ENSG00000167703.15	SLC43A2	SLC43A2	HGNC:23087
ENSG00000275629	ENSG00000275629.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000274577	ENSG00000274577.2	LHX1	LHX1	HGNC:6593
ENSG00000168556	ENSG00000168556.7	ING2	ING2	HGNC:6063
ENSG00000120280	ENSG00000120280.6	TASL	TASL	HGNC:25667
ENSG00000171723	ENSG00000171723.16	GPHN	GPHN	HGNC:15465
ENSG00000278025	ENSG00000278025.4	NCR1	NCR1	HGNC:6731
ENSG00000176095	ENSG00000176095.12	IP6K1	IP6K1	HGNC:18360
ENSG00000168843	ENSG00000168843.14	FSTL5	FSTL5	HGNC:21386
ENSG00000102230	ENSG00000102230.14	PCYT1B	PCYT1B	HGNC:8755
ENSG00000135972	ENSG00000135972.9	MRPS9	MRPS9	HGNC:14501
ENSG00000274221	ENSG00000274221.2	CCL3	CCL3	HGNC:10627
ENSG00000148384	ENSG00000148384.14	INPP5E	INPP5E	HGNC:21474
ENSG00000157884	ENSG00000157884.11	CIB4	CIB4	HGNC:33703
ENSG00000275331	ENSG00000275331.5	ABCC6	ABCC6	HGNC:57
ENSG00000196366	ENSG00000196366.3	C9orf163	C9orf163	HGNC:26718
ENSG00000198919	ENSG00000198919.13	DZIP3	DZIP3	HGNC:30938
ENSG00000106701	ENSG00000106701.13	FSD1L	FSD1L	HGNC:13753
ENSG00000274047	ENSG00000274047.4	SYNRG	SYNRG	HGNC:557
ENSG00000111046	ENSG00000111046.4	MYF6	MYF6	HGNC:7566
ENSG00000101868	ENSG00000101868.13	POLA1	POLA1	HGNC:9173
ENSG00000090238	ENSG00000090238.12	YPEL3	YPEL3	HGNC:18327
ENSG00000275717	ENSG00000275717.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000236279	ENSG00000236279.7	CLEC2L	CLEC2L	HGNC:21969
ENSG00000111142	ENSG00000111142.14	METAP2	METAP2	HGNC:16672
ENSG00000115616	ENSG00000115616.3	SLC9A2	SLC9A2	HGNC:11072
ENSG00000277028	ENSG00000277028.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000133030	ENSG00000133030.22	MPRIP	MPRIP	HGNC:30321
ENSG00000100302	ENSG00000100302.7	RASD2	RASD2	HGNC:18229
ENSG00000106028	ENSG00000106028.11	SSBP1	SSBP1	HGNC:11317
ENSG00000113303	ENSG00000113303.12	BTNL8	BTNL8	HGNC:26131
ENSG00000276882	ENSG00000276882.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000198125	ENSG00000198125.13	MB	MB	HGNC:6915
ENSG00000165338	ENSG00000165338.17	HECTD2	HECTD2	HGNC:26736
ENSG00000071082	ENSG00000071082.11	RPL31	RPL31	HGNC:10334
ENSG00000071205	ENSG00000071205.12	ARHGAP10	ARHGAP10	HGNC:26099
ENSG00000278495	ENSG00000278495.4	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000186051	ENSG00000186051.7	TAL2	TAL2	HGNC:11557
ENSG00000196914	ENSG00000196914.9	ARHGEF12	ARHGEF12	HGNC:14193
ENSG00000102886	ENSG00000102886.15	GDPD3	GDPD3	HGNC:28638
ENSG00000156345	ENSG00000156345.18	CDK20	CDK20	HGNC:21420
ENSG00000132872	ENSG00000132872.12	SYT4	SYT4	HGNC:11512
ENSG00000163530	ENSG00000163530.4	DPPA2	DPPA2	HGNC:19197
ENSG00000180011	ENSG00000180011.7	PTGR3	PTGR3	HGNC:28697
ENSG00000221963	ENSG00000221963.6	APOL6	APOL6	HGNC:14870
ENSG00000102882	ENSG00000102882.12	MAPK3	MAPK3	HGNC:6877
ENSG00000165792	ENSG00000165792.18	METTL17	METTL17	HGNC:19280
ENSG00000128313	ENSG00000128313.2	APOL5	APOL5	HGNC:14869
ENSG00000170579	ENSG00000170579.19	DLGAP1	DLGAP1	HGNC:2905
ENSG00000128335	ENSG00000128335.14	APOL2	APOL2	HGNC:619
ENSG00000156110	ENSG00000156110.15	ADK	ADK	HGNC:257
ENSG00000144837	ENSG00000144837.9	PLA1A	PLA1A	HGNC:17661
ENSG00000275317	ENSG00000275317.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000004848	ENSG00000004848.8	ARX	ARX	HGNC:18060
ENSG00000075568	ENSG00000075568.17	TMEM131	TMEM131	HGNC:30366
ENSG00000275543	ENSG00000275543.4	MPV17L	MPV17L	HGNC:26827
ENSG00000113594	ENSG00000113594.10	LIFR	LIFR	HGNC:6597
ENSG00000275779	ENSG00000275779.4	NTAN1	NTAN1	HGNC:29909
ENSG00000214491	ENSG00000214491.9	SEC14L6	SEC14L6	HGNC:40047
ENSG00000135049	ENSG00000135049.16	AGTPBP1	AGTPBP1	HGNC:17258
ENSG00000061987	ENSG00000061987.16	MON2	MON2	HGNC:29177
ENSG00000276806	ENSG00000276806.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000274146	ENSG00000274146.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000170837	ENSG00000170837.3	GPR27	GPR27	HGNC:4482
ENSG00000204010	ENSG00000204010.3	IFIT1B	IFIT1B	HGNC:23442
ENSG00000185745	ENSG00000185745.10	IFIT1	IFIT1	HGNC:5407
ENSG00000197077	ENSG00000197077.14	KIAA1671	KIAA1671	HGNC:29345
ENSG00000127362	ENSG00000127362.2	TAS2R3	TAS2R3	HGNC:14910
ENSG00000163424	ENSG00000163424.9	TEX55	TEX55	HGNC:26553
ENSG00000152779	ENSG00000152779.14	SLC16A12	SLC16A12	HGNC:23094
ENSG00000106025	ENSG00000106025.9	TSPAN12	TSPAN12	HGNC:21641
ENSG00000163162	ENSG00000163162.9	RNF149	RNF149	HGNC:23137
ENSG00000278327	ENSG00000278327.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000164303	ENSG00000164303.11	ENPP6	ENPP6	HGNC:23409
ENSG00000131089	ENSG00000131089.17	ARHGEF9	ARHGEF9	HGNC:14561
ENSG00000166295	ENSG00000166295.9	ANAPC16	ANAPC16	HGNC:26976
ENSG00000163814	ENSG00000163814.8	CDCP1	CDCP1	HGNC:24357
ENSG00000146383	ENSG00000146383.7	TAAR6	TAAR6	HGNC:20978
ENSG00000275136	ENSG00000275136.4	FCAR	FCAR	HGNC:3608
ENSG00000111885	ENSG00000111885.7	MAN1A1	MAN1A1	HGNC:6821
ENSG00000168209	ENSG00000168209.6	DDIT4	DDIT4	HGNC:24944
ENSG00000182552	ENSG00000182552.15	RWDD4	RWDD4	HGNC:23750
ENSG00000100053	ENSG00000100053.10	CRYBB3	CRYBB3	HGNC:2400
ENSG00000121594	ENSG00000121594.12	CD80	CD80	HGNC:1700
ENSG00000047932	ENSG00000047932.14	GOPC	GOPC	HGNC:17643
ENSG00000165996	ENSG00000165996.14	HACD1	HACD1	HGNC:9639
ENSG00000005436	ENSG00000005436.14	GCFC2	GCFC2	HGNC:1317
ENSG00000244752	ENSG00000244752.3	CRYBB2	CRYBB2	HGNC:2398
ENSG00000278823	ENSG00000278823.4	BMERB1	BMERB1	HGNC:19213
ENSG00000164713	ENSG00000164713.10	BRI3	BRI3	HGNC:1109
ENSG00000136738	ENSG00000136738.15	STAM	STAM	HGNC:11357
ENSG00000145715	ENSG00000145715.15	RASA1	RASA1	HGNC:9871
ENSG00000206530	ENSG00000206530.11	CFAP44	CFAP44	HGNC:25631
ENSG00000164168	ENSG00000164168.8	TMEM184C	TMEM184C	HGNC:25587
ENSG00000100368	ENSG00000100368.15	CSF2RB	CSF2RB	HGNC:2436
ENSG00000227471	ENSG00000227471.9	AKR1B15	AKR1B15	HGNC:37281
ENSG00000205442	ENSG00000205442.13	IZUMO3	IZUMO3	HGNC:31421
ENSG00000155111	ENSG00000155111.15	CDK19	CDK19	HGNC:19338
ENSG00000278490	ENSG00000278490.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000133937	ENSG00000133937.5	GSC	GSC	HGNC:4612
ENSG00000165185	ENSG00000165185.15	KIAA1958	KIAA1958	HGNC:23427
ENSG00000164136	ENSG00000164136.17	IL15	IL15	HGNC:5977
ENSG00000275618	ENSG00000275618.2	BFAR	BFAR	HGNC:17613
ENSG00000157800	ENSG00000157800.18	SLC37A3	SLC37A3	HGNC:20651
ENSG00000148483	ENSG00000148483.9	TMEM236	TMEM236	HGNC:23473
ENSG00000129473	ENSG00000129473.11	BCL2L2	BCL2L2	HGNC:995
ENSG00000154144	ENSG00000154144.13	TBRG1	TBRG1	HGNC:29551
ENSG00000107937	ENSG00000107937.19	GTPBP4	GTPBP4	HGNC:21535
ENSG00000136866	ENSG00000136866.14	ZFP37	ZFP37	HGNC:12863
ENSG00000277850	ENSG00000277850.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000168306	ENSG00000168306.13	ACOX2	ACOX2	HGNC:120
ENSG00000277076	ENSG00000277076.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000100077	ENSG00000100077.16	GRK3	GRK3	HGNC:290
ENSG00000066697	ENSG00000066697.15	MSANTD3	MSANTD3	HGNC:23370
ENSG00000275911	ENSG00000275911.3	NDE1	NDE1	HGNC:17619
ENSG00000165409	ENSG00000165409.18	TSHR	TSHR	HGNC:12373
